"dataset_id","source_pkg","source_object","source_title","slab","yi","vi","measure","study_id","es_id","ni","author","transfer","test","allocation","comparison","baseline","age_group","mean_age_exp","mean_age_control","pop","year","precision","abs_yi","source","repo","branch","repo_license"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Partanen et al. (2015) 2015",-0.0512058662876059,0.0884326309659917,"from_dataset",47,506,44,"Partanen et al. (2015)","Far","DLS - Word comprehension","Random","Non-Active",0.768087994314083,"children","8.61","8.41","children with Special Educational Needs",2015,3.36274338490905,0.0512058662876059,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Partanen et al. (2015) 2015",-0.414825665372654,0.0903582933740553,"from_dataset",47,507,44,"Partanen et al. (2015)","Far","DLS - Spelling ability","Random","Non-Active",0.322310588922637,"children","8.61","8.41","children with Special Educational Needs",2015,3.32671801618029,0.414825665372654,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Partanen et al. (2015) 2015",-0.137280436022605,0.0886169932088586,"from_dataset",47,508,44,"Partanen et al. (2015)","Far","DLS - Spelling ability","Random","Non-Active",0.322310588922637,"children","8.61","8.41","children with Special Educational Needs",2015,3.35924357254368,0.137280436022605,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.328625362357747,0.141496767302645,"from_dataset",11,509,27,"Phillips et al. (2016)","Near","AWMA - Digit Recall","Random","Active",-0.657657786327597,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.65843925417241,0.328625362357747,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.188134831300515,0.140152324450121,"from_dataset",11,510,27,"Phillips et al. (2016)","Near","AWMA - Digit Recall","Random","Active",-0.657657786327597,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67115966086958,0.188134831300515,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",-0.125094588725915,0.1397866566979,"from_dataset",11,511,27,"Phillips et al. (2016)","Near","AWMA - Counting recall","Random","Active",-0.375305014267778,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67465112075514,0.125094588725915,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.0811252077492153,0.139618742683156,"from_dataset",11,512,27,"Phillips et al. (2016)","Near","AWMA - Counting recall","Random","Active",-0.375305014267778,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67625898674806,0.0811252077492153,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.922739126082365,0.155264412969654,"from_dataset",11,513,27,"Phillips et al. (2016)","Near","AWMA - Dot matrix","Random","Active",-0.264135918878947,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.53783882527778,0.922739126082365,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.546508936691002,0.145027830063726,"from_dataset",11,514,27,"Phillips et al. (2016)","Near","AWMA - Dot matrix","Random","Active",-0.264135918878947,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.62587667509433,0.546508936691002,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.684192806025265,0.148165751877311,"from_dataset",11,515,27,"Phillips et al. (2016)","Near","AWMA - MrX","Random","Active",-0.323890978860259,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.59792186668206,0.684192806025265,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.151342289695424,0.139921023966821,"from_dataset",11,516,27,"Phillips et al. (2016)","Near","AWMA - MrX","Random","Active",-0.323890978860259,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67336656794857,0.151342289695424,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",-0.201967711837024,0.140252254855236,"from_dataset",11,517,27,"Phillips et al. (2016)","Far","TEA-Ch - Sky search","Random","Active",0.31873382647611,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67020788426,0.201967711837024,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",-0.192814755108864,0.14018533954344,"from_dataset",11,518,27,"Phillips et al. (2016)","Far","TEA-Ch - Sky search","Random","Active",0.31873382647611,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67084509952278,0.192814755108864,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.0343368161344921,0.139518700416673,"from_dataset",11,519,27,"Phillips et al. (2016)","Far","TEA-Ch - Score!","Random","Active",-0.266021215657881,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67721832422534,0.0343368161344921,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.433992405312337,0.142984818767164,"from_dataset",11,520,27,"Phillips et al. (2016)","Far","TEA-Ch - Score!","Random","Active",-0.266021215657881,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.64456980749358,0.433992405312337,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.23700620026888,0.140537087861555,"from_dataset",11,521,27,"Phillips et al. (2016)","Far","TEA-Ch - Creature counting","Random","Active",-0.101521299504547,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.6675005949993,0.23700620026888,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.145523100230054,0.139889032930716,"from_dataset",11,522,27,"Phillips et al. (2016)","Far","TEA-Ch - Creature counting","Random","Active",-0.101521299504547,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67367223478888,0.145523100230054,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.0222449037717319,0.13950603039448,"from_dataset",11,523,27,"Phillips et al. (2016)","Far","TEA-Ch - Sky search DT","Random","Active",-0.0557673252984611,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67733989476016,0.0222449037717319,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.0032422863545614,0.139497061444053,"from_dataset",11,524,27,"Phillips et al. (2016)","Far","TEA-Ch - Sky search DT","Random","Active",-0.0557673252984611,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67742596303492,0.0032422863545614,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.305225094472581,0.141222095626924,"from_dataset",11,525,27,"Phillips et al. (2016)","Far","TEA-Ch - Walk don’t walk","Random","Active",-0.0888479621886016,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.66102328061126,0.305225094472581,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.178389017692939,0.140086174947991,"from_dataset",11,526,27,"Phillips et al. (2016)","Far","TEA-Ch - Walk don’t walk","Random","Active",-0.0888479621886016,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67179025495733,0.178389017692939,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",-0.0263642084118265,0.139509738463764,"from_dataset",11,527,27,"Phillips et al. (2016)","Far","WIAT-II - Word reading","Random","Active",-0.927384215491415,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.6773043136319,0.0263642084118265,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.223526092625302,0.140422124437823,"from_dataset",11,528,27,"Phillips et al. (2016)","Far","WIAT-II - Word reading","Random","Active",-0.927384215491415,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.6685923113565,0.223526092625302,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.287088977584152,0.141023164566822,"from_dataset",11,529,27,"Phillips et al. (2016)","Far","WIAT-II - Reading comprehension","Random","Active",-0.473517870894279,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.6628994746143,0.287088977584152,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",-0.0459010532771155,0.139535883560186,"from_dataset",11,530,27,"Phillips et al. (2016)","Far","WIAT-II - Reading comprehension","Random","Active",-0.473517870894279,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.67705347615238,0.0459010532771155,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",-0.240282017261949,0.140566041729214,"from_dataset",11,531,27,"Phillips et al. (2016)","Far","WIAT-II - Numerical operations","Random","Active",-0.588494343781623,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.6672258542587,0.240282017261949,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Phillips et al. (2016) 2016",0.223434774990343,0.140421368596909,"from_dataset",11,532,27,"Phillips et al. (2016)","Far","WIAT-II - Numerical operations","Random","Active",-0.588494343781623,"children","8  to 15 years and 11 months","8  to 15 years and 11 months","Traumatic Brain Injury children",2016,2.66859949341346,0.223434774990343,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.00860773940142664,0.0694497846243403,"from_dataset",49,533,56,"Rass et al. (2015)","Near","Digit span forward","Random","Non-Active",-0.0860773940142602,"adult","43.3","43.5","Methadone maintenance patients",2015,3.79458729579952,0.00860773940142664,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",0.809958229439629,0.0753065546266562,"from_dataset",49,534,56,"Rass et al. (2015)","Near","Digit span backward","Random","Non-Active",-0.214687723465926,"adult","43.3","43.5","Methadone maintenance patients",2015,3.64404398759891,0.809958229439629,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.210758715313072,0.0698457234002583,"from_dataset",49,535,56,"Rass et al. (2015)","Near","Operation span","Random","Non-Active",0.210758715313072,"adult","43.3","43.5","Methadone maintenance patients",2015,3.78381670417561,0.210758715313072,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.0492408129865356,0.0694707718072508,"from_dataset",49,536,56,"Rass et al. (2015)","Near","N-back task (hit rate)","Random","Non-Active",0.295444877919214,"adult","43.3","43.5","Methadone maintenance patients",2015,3.79401407837917,0.0492408129865356,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.0788206895810303,0.0695045936237013,"from_dataset",49,537,56,"Rass et al. (2015)","Near","N-back task (false alarm rate)","Random","Non-Active",0.315282758324122,"adult","43.3","43.5","Methadone maintenance patients",2015,3.79309085837696,0.0788206895810303,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",0.58823468329431,0.0725385877444542,"from_dataset",49,538,56,"Rass et al. (2015)","Near","Visuo-spatial WM task (grid - 3 items)","Random","Non-Active",-0.160427640898448,"adult","43.3","43.5","Methadone maintenance patients",2015,3.71291880421021,0.58823468329431,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",0.360349984613129,0.0706085169299928,"from_dataset",49,539,56,"Rass et al. (2015)","Near","Visuo-spatial WM task (grid - 5 items)","Random","Non-Active",0.200194435896183,"adult","43.3","43.5","Methadone maintenance patients",2015,3.76332265746772,0.360349984613129,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",0.301130675984844,0.0702587631139964,"from_dataset",49,540,56,"Rass et al. (2015)","Near","Visuo-spatial WM task (grid - 7 items)","Random","Non-Active",0.200753783989896,"adult","43.3","43.5","Methadone maintenance patients",2015,3.77267809146402,0.301130675984844,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.178186616891387,0.0697326094213188,"from_dataset",49,541,56,"Rass et al. (2015)","Near","Word recall","Random","Non-Active",0.611279088502399,"adult","43.3","43.5","Methadone maintenance patients",2015,3.78688434455458,0.178186616891387,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",0.226878945538106,0.0699087128631875,"from_dataset",49,542,56,"Rass et al. (2015)","Near","Word recognition (hit rate)","Random","Non-Active",0.0756263151793687,"adult","43.3","43.5","Methadone maintenance patients",2015,3.78211166424475,0.226878945538106,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.140863787375415,0.069626289208413,"from_dataset",49,543,56,"Rass et al. (2015)","Near","Word recognition (false-alarm rate)","Random","Non-Active",0.352159468438538,"adult","43.3","43.5","Methadone maintenance patients",2015,3.78977455146666,0.140863787375415,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.119300950490377,0.0695762009065752,"from_dataset",49,544,56,"Rass et al. (2015)","Far","Trail making test (B-A; RT)","Random","Non-Active",0.166574151755641,"adult","43.3","43.5","Methadone maintenance patients",2015,3.79113844614414,0.119300950490377,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",0.502102415313647,0.0717000769661813,"from_dataset",49,545,56,"Rass et al. (2015)","Far","Trail making test (B-A; errors)","Random","Non-Active",0.0299762636008148,"adult","43.3","43.5","Methadone maintenance patients",2015,3.73456643043651,0.502102415313647,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.225843436045656,0.0699045271638698,"from_dataset",49,546,56,"Rass et al. (2015)","Far","Digit symbol substitution test (proportion correct)","Random","Non-Active",0.112921718022828,"adult","43.3","43.5","Methadone maintenance patients",2015,3.78222489400171,0.225843436045656,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.203888441247436,0.0698202882252038,"from_dataset",49,547,56,"Rass et al. (2015)","Far","Raven’s matrices","Random","Non-Active",0.407776882494872,"adult","43.3","43.5","Methadone maintenance patients",2015,3.78450585398555,0.203888441247436,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",0.102524234345049,0.0695429732444335,"from_dataset",49,548,56,"Rass et al. (2015)","Far","Continuous performance task (RT)","Random","Non-Active",0.102524234345049,"adult","43.3","43.5","Methadone maintenance patients",2015,3.79204404176315,0.102524234345049,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Rass et al. (2015) 2015",-0.123255813953488,0.0695847658966237,"from_dataset",49,549,56,"Rass et al. (2015)","Far","Continuous performance task (false-alarm rate)","Random","Non-Active",0,"adult","43.3","43.5","Methadone maintenance patients",2015,3.79090511876351,0.123255813953488,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Roberts et al. (2016) 2016",0.275815321658339,0.00971877145329081,"from_dataset",8,550,414,"Roberts et al. (2016)","Near","AMWA - Backward Digit Recall score","Random","Non-Active",-0.0788043776166676,"children","6.9","6.7","ADHD children",2016,10.1436513912139,0.275815321658339,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Roberts et al. (2016) 2016",-0.235255394563622,0.00969373644001762,"from_dataset",8,551,414,"Roberts et al. (2016)","Near","AMWA - Mister X score","Random","Non-Active",0.0998053189057789,"children","6.9","6.7","ADHD children",2016,10.1567414261991,0.235255394563622,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Roughan & Hadwin (2011) 2011",2.15229967049744,0.391684508194004,"from_dataset",48,552,15,"Roughan & Hadwin (2011)","Near","backward digit span + spatial span task","Random","Non-Active",1.07079585596887,"children","12.78","13.13","children with emotional/behavioral difficulties",2011,1.59783453134138,2.15229967049744,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Roughan & Hadwin (2011) 2011",3.06247614807098,0.549896717723347,"from_dataset",48,553,15,"Roughan & Hadwin (2011)","Near","backward digit span + spatial span task","Random","Non-Active",1.07079585596887,"children","12.78","13.13","children with emotional/behavioral difficulties",2011,1.34852634802705,3.06247614807098,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Roughan & Hadwin (2011) 2011",0.862399017949635,0.282182804126224,"from_dataset",48,554,14,"Roughan & Hadwin (2011)","Far","Go/No-go","Random","Non-Active",0.542316305518328,"children","12.78","13.13","children with emotional/behavioral difficulties",2011,1.88249888470912,0.862399017949635,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Roughan & Hadwin (2011) 2011",-0.595489314425005,0.281479797547873,"from_dataset",48,555,13,"Roughan & Hadwin (2011)","Far","Go/No-go","Random","Non-Active",0.54621320004762,"children","12.78","13.13","children with emotional/behavioral difficulties",2011,1.88484822527503,0.595489314425005,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Roughan & Hadwin (2011) 2011",1.12757732629291,0.27965240003222,"from_dataset",48,556,15,"Roughan & Hadwin (2011)","Far","Raven's Standard Progressive Matrices + Mill Hill Vocabulary Scale","Random","Non-Active",0.894285465680582,"children","12.78","13.13","children with emotional/behavioral difficulties",2011,1.89099649799155,1.12757732629291,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Roughan & Hadwin (2011) 2011",0.82350155923275,0.274624005579316,"from_dataset",48,557,14,"Roughan & Hadwin (2011)","Far","Raven's Standard Progressive Matrices + Mill Hill Vocabulary Scale","Random","Non-Active",0.875862930051016,"children","12.78","13.13","children with emotional/behavioral difficulties",2011,1.90823014085399,0.82350155923275,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Steeger et al. (2016) 2016",0.107558612536942,0.0859682721768653,"from_dataset",9,558,45,"Steeger et al. (2016)","Near","Forward digit span","Random","Active",0.171115974490588,"children","12","12.7","adolescents with ADHD",2016,3.41060088877178,0.107558612536942,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Steeger et al. (2016) 2016",0.732348460059352,0.0917989989748701,"from_dataset",9,559,45,"Steeger et al. (2016)","Near","Backward digit span","Random","Active",-0.103147670430895,"children","12","12.7","adolescents with ADHD",2016,3.30050980503261,0.732348460059352,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Steeger et al. (2016) 2016",0.615946701093322,0.0900551775486084,"from_dataset",9,560,45,"Steeger et al. (2016)","Near","Forward spatial span","Random","Active",-0.130075700852006,"children","12","12.7","adolescents with ADHD",2016,3.3323119964775,0.615946701093322,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Steeger et al. (2016) 2016",0.267210797781302,0.0866330805693103,"from_dataset",9,561,45,"Steeger et al. (2016)","Near","Backward spatial span","Random","Active",0.233809448058639,"children","12","12.7","adolescents with ADHD",2016,3.3974894839908,0.267210797781302,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S1 2009",0.44219401812025,0.12669877861653,"from_dataset",32,562,31,"Thorell  et al. (2009)_S1","Near","Span Board - WAIS-R-NI","Non-random","Active",-0.239521759815135,"children","54 months","58 months","TD children",2009,2.80940134406842,0.44219401812025,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S1 2009",1.10399168538125,0.143203005902492,"from_dataset",32,563,31,"Thorell  et al. (2009)_S1","Near","Word Span","Non-random","Active",-0.824313791751334,"children","54 months","58 months","TD children",2009,2.64255437820487,1.10399168538125,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S1 2009",0.244282324385137,0.124507460944686,"from_dataset",32,564,31,"Thorell  et al. (2009)_S1","Far","Stroop-like task (errors)","Non-random","Active",0.0890020871790808,"children","54 months","60 months","TD children",2009,2.83401609017903,0.244282324385137,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S1 2009",0.0358231883212819,0.123565677828791,"from_dataset",32,565,31,"Thorell  et al. (2009)_S1","Far","Go/no-go (commissions)","Non-random","Active",-0.109857777518597,"children","54 months","60 months","TD children",2009,2.84479562941661,0.0358231883212819,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S1 2009",0.868208408805486,0.13570281557555,"from_dataset",32,566,31,"Thorell  et al. (2009)_S1","Far","NEPSY - Auditory CPT (omission)","Non-random","Active",-0.622845162838718,"children","54 months","60 months","TD children",2009,2.7145982871733,0.868208408805486,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S1 2009",0.433622443489868,0.126577695936479,"from_dataset",32,567,31,"Thorell  et al. (2009)_S1","Far","Go/no-go (omissions)","Non-random","Active",-0.278872426482332,"children","54 months","60 months","TD children",2009,2.81074474240519,0.433622443489868,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S1 2009",-0.0257397855493153,0.123555665501995,"from_dataset",32,568,31,"Thorell  et al. (2009)_S1","Far","Block design (points)","Non-random","Active",-0.594724518744702,"children","54 months","60 months","TD children",2009,2.84491089101303,0.0257397855493153,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S1 2009",0.0589501537489467,0.123601029761138,"from_dataset",32,569,31,"Thorell  et al. (2009)_S1","Far","Go/no-go task (RT)","Non-random","Active",-0.439030496131033,"children","54 months","60 months","TD children",2009,2.84438877109612,0.0589501537489467,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S2 2009",0.699423340021706,0.122889497172351,"from_dataset",32,570,33,"Thorell  et al. (2009)_S2","Near","Span Board - WAIS-R-NI","Non-random","Non-Active",-0.349711670010853,"children","54 months","60 months","TD children",2009,2.85261141922103,0.699423340021706,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S2 2009",1.06956820594606,0.13281045381786,"from_dataset",32,571,33,"Thorell  et al. (2009)_S2","Near","Word Span","Non-random","Non-Active",-0.770089108281162,"children","54 months","60 months","TD children",2009,2.7439985001337,1.06956820594606,"CRAN",NA,NA,"CRAN"
"psymetadata_aksayli2019","psymetadata","aksayli2019","Studies on the cognitive and academic benefits of Cogmed","Thorell  et al. (2009)_S2 2009",0.341630629109953,0.11724583775082,"from_dataset",32,572,33,"Thorell  et al. (2009)_S2","Far","Stroop-like task (errors)","Non-random","Non-Active",-0.0416622718426774,"children","54 months","60 months","TD children",2009,2.92046013868339,0.341630629109953,"CRAN",NA,NA,"CRAN"
