Study,Authors,Year (online),Year (print),Title,Journal,Pub year IF,2017 IF,Species,Climate (FishBase),Env cue/stimulus?,Cue/stimulus type,Behavioural metric,Life stage,|lnRR|,Raw RR,OA as Percent of Control,...18
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"Time in center zone, Mid CO2, 7 days, Fig S1",Juvenile,0.1653,1.1797,84.764,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"Time in center zone, High CO2, 7 days, Fig S1",Juvenile,0.3232,1.3815,72.383,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"Time in center zone, Mid CO2, 14 days, Fig S1",Juvenile,0.0553,1.0569,94.62,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"Time in center zone, High CO2, 14 days, Fig S1",Juvenile,0.6206,1.86,53.762,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"% time in center zone, Mid CO2, 7 days, Fig S2",Juvenile,0.3847,1.4692,68.065,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"% time in center zone, High CO2, 7 days, Fig S2",Juvenile,0.2573,1.2934,77.314,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"% time in center zone, Mid CO2, 14 days, Fig S2",Juvenile,0.1823,1.2,83.335,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"% time in center zone, High CO2, 14 days, Fig S2",Juvenile,0.4902,1.6326,61.25,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"% time in middle zone, Mid CO2, 7 days, Fig S2",Juvenile,0.0819,1.0853,92.136,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"% time in middle zone, High CO2, 7 days, Fig S2",Juvenile,0.0763,1.0793,92.654,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"% time in middle zone, Mid CO2, 14 days, Fig S2",Juvenile,0.041,1.0419,95.983,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"% time in middle zone, High CO2, 14 days, Fig S2",Juvenile,0.2242,1.2513,79.916,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"Time in thigmotaxic zone, Mid CO2, 7 days, Fig S1",Juvenile,0.2603,1.2973,77.082,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"Time in thigmotaxic zone, High CO2, 7 days, Fig S1",Juvenile,0.1733,1.1892,84.089,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"Time in thigmotaxic zone, Mid CO2, 14 days, Fig S1",Juvenile,0.36,1.4333,69.768,NA
a73,Davis et al,2017,2018,Antarctic emerald rockcod have the capacity to compensate for warming when uncoupled from CO2-acidification,Glob Change Biol,8.997,8.997,Trematomus bernacchii,Polar,Yes,Novel object,"Time in thigmotaxic zone, High CO2, 14 days, Fig S1",Juvenile,0.2058,1.2285,81.4,NA
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,Not provided,Not provided,Yes,Prey,Visual cue attraction,Not provided,0.5153,1.6741,59.732,NA
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,Not provided,Not provided,Yes,Prey,Olfactory cue attraction,Not provided,0.441,1.5543,64.339,NA
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,Not provided,Not provided,Yes,Prey,Multiple sense cue attraction,Not provided,0.1342,1.1436,87.442,NA
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,Not provided,Not provided,Yes,Prey,Hunting success,Not provided,0.2153,1.2402,80.63,NA
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,Not provided,Not provided,Yes,Prey,Feeding activity,Not provided,0.1206,1.1282,88.639,NA
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,Not provided,Not provided,No,null,"Risk taking (density-stndardized), no predator",Not provided,0.0795,1.0827,92.358,NA
a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,Not provided,Not provided,Yes,Predator,"Risk taking (density-stndardized), predator",Not provided,0.5186,1.6797,59.535,NA
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,-,-,Seriola lalandi,Subtrop,No,null,Escape distance (distance traveled),Larvae,0.1002,1.1054,90.466,NA
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,-,-,Seriola lalandi,Subtrop,No,null,Escape speed (average velocity),Larvae,0.009,1.009,99.104,NA
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,-,-,Seriola lalandi,Subtrop,No,null,Time spent in inner zone,Larvae,0.2543,1.2896,77.546,NA
a75,Laubenstein et al,2018,2018,Correlated Effects of Ocean Acidification and Warming on Behavioral and Metabolic Traits of a Large Pelagic Fish,Diversity,-,-,Seriola lalandi,Subtrop,No,null,Time active,Larvae,0.0663,1.0685,93.585,NA
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,Argyrosomus regius,Subtrop,Yes,Kin,Latency to top,Juvenile,0.1372,1.1471,87.18,NA
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,Argyrosomus regius,Subtrop,Yes,Kin,Time at top,Juvenile,0.8242,2.2801,43.859,NA
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,Argyrosomus regius,Subtrop,Yes,Kin,Latency to move toward shoal,Juvenile,0.0607,1.0626,94.111,NA
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,Argyrosomus regius,Subtrop,Yes,Kin,Transistions toward shoal,Juvenile,0.0645,1.0666,93.754,NA
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,Argyrosomus regius,Subtrop,Yes,Kin,% time with shoal,Juvenile,0.3655,1.4412,69.385,NA
a76,Maulvault et al,2018,2018,"Differential behavioural responses to venlafaxine exposure route, warming and acidification in juvenile fish (Argyrosomus regius)",Sci Tot Environ,4.61,4.61,Argyrosomus regius,Subtrop,No,null,Absolute lateralization,Juvenile,0.6412,1.8988,52.666,NA
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator–prey interactions,Proc R Soc B,4.847,4.847,Pseudochromis fuscus,Trop,Yes,Prey,Attack rate,Adult,1.3393,3.8164,26.203,NA
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator–prey interactions,Proc R Soc B,4.847,4.847,Pseudochromis fuscus,Trop,Yes,Prey,Attack distance,Adult,0.3403,1.4054,71.156,NA
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator–prey interactions,Proc R Soc B,4.847,4.847,Pseudochromis fuscus,Trop,Yes,Prey,Attack speed,Adult,0.6148,1.8493,54.075,NA
a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator–prey interactions,Proc R Soc B,4.847,4.847,Pseudochromis fuscus,Trop,Yes,Prey,Apparent looming threshold,Adult,1.2417,3.4615,28.889,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes,high food, ctrl/ctrl vs. ctrl/CO2",Juvenile,0.0235,1.0238,97.677,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,0.06,1.0618,94.176,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes,high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,0.1354,1.145,87.337,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Average feeding strikes, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,0.0145,1.0146,98.56,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,0.066,1.0682,93.613,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,0.0518,1.0532,94.952,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,0.0787,1.0819,92.432,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, seawater, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,0.0729,1.0756,92.969,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,1.3924,4.0245,24.848,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. ctrl/CO2",Juvenile,1.1149,3.0493,32.795,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, high food, , ctrl/ctrl vs. CO2/CO2",Juvenile,1.3571,3.8849,25.741,NA
a78,McMahon et al,2018,2018,Food ration does not influence the effect of elevated CO2 on antipredator behaviour of a reef fish,Mar Ecol Prog Ser,2.276,2.276,Amphiprion percula,Trop,Yes,Food,"Change feeding strikes, predator, low food, , ctrl/ctrl vs. CO2/CO2",Juvenile,1.0976,2.997,33.367,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,No,null,"Baseline activity, 2 days",Juvenile,0.0703,1.0728,93.211,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,No,null,"Baseline activity, 7 days",Juvenile,0.3445,1.4113,70.857,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,No,null,"Baseline activity, 14 days",Juvenile,0.5266,1.6932,59.061,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,No,null,"Time spent freezing, before pred, 7 days",Juvenile,0.4336,1.5428,64.817,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,No,null,"Time spent freezing, before pred, 2 days",Juvenile,1.0143,2.7574,36.266,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,No,null,"Time spent freezing, before pred, 7 days",Juvenile,1.3717,3.942,25.368,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 2 days",Juvenile,0.2823,1.3262,75.405,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 7 days",Juvenile,0.7379,2.0915,47.812,NA
a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,Dicentrarchus labrax,Subtrop,Yes,Predator,"Time spent freezing, w/ pred, 14 days",Juvenile,1.0957,2.9913,33.431,NA
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,Cephalopholis cyanostigma,Trop,Yes,Habitat,Immobile at surface,Adult,0,1,100,NA
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time to ocean floor,Adult,0.0505,1.0518,95.075,NA
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time to shelter,Adult,0.3506,1.4199,70.427,NA
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,Cephalopholis cyanostigma,Trop,Yes,Habitat,Time immobile,Adult,0.034,1.0346,96.657,NA
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,Cephalopholis cyanostigma,Trop,Yes,Habitat,Opercular beats,Adult,0.0078,1.0078,99.223,NA
a80,Raby et al,2018,2018,Exposure to elevated carbon dioxide does not impair shortterm swimming behaviour or shelter-seeking in a predatory coral-reef fish,J Fish Biol,1.702,1.702,Cephalopholis cyanostigma,Trop,Yes,Habitat,Tail beats,Adult,0.0513,1.0526,94.999,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,1.2534,3.5022,28.553,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,0.7537,2.1248,47.062,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,10.1338,25179.8664,0.004,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,0.268,1.3073,76.491,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,0.1061,1.1119,89.933,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,0.5995,1.8212,54.909,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time floating, 4 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,1.8326,6.2501,16,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time floating, 8 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,0.6445,1.905,52.492,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time floating, 12 weeks, ctrl/ctrl vs ctrl/OA",Juvenile,13.0411,460975.4192,0,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,1.0498,2.8571,35.001,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,0.1372,1.1471,87.18,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time hiding, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,11.9721,158276.6927,0.001,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,0.0919,1.0963,91.22,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,0.2855,1.3304,75.164,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time swimming, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,1.2106,3.3555,29.802,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time floating, 4 weeks, ctrl/ctrl vs OA/OA",Juvenile,0.0286,1.029,97.181,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time floating, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,0.3998,1.4915,67.045,NA
a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,Vincentia badia,Temp,Yes,Shelter,"% time floating, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,0.3795,1.4616,68.42,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 16 dph",Larvae,0.8596,2.3622,42.333,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 18 dph",Larvae,0.3806,1.4632,68.345,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 19 dph",Larvae,0.1764,1.1929,83.828,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 20 dph",Larvae,0.0505,1.0518,95.075,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - estuary, 21 dph",Larvae,0.0384,1.0391,96.233,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 16 dph",Larvae,0.1318,1.1409,87.652,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 17 dph",Larvae,0,1,100,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 18 dph",Larvae,0.0563,1.0579,94.526,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 19 dph",Larvae,0.0513,1.0526,94.999,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 20 dph",Larvae,0.0776,1.0807,92.533,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - reef, 21 dph",Larvae,0.0435,1.0445,95.743,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 13 dph",Larvae,0.7538,2.1251,47.057,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 14 dph",Larvae,0.3017,1.3522,73.956,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 15 dph",Larvae,0.1395,1.1497,86.979,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 16 dph",Larvae,0.1656,1.1801,84.739,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 18 dph",Larvae,0.1449,1.1559,86.511,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 19 dph",Larvae,0.1474,1.1588,86.295,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,% time near speaker - white noise. 20 dph,Larvae,0.168,1.1829,84.535,NA
a82,Rossi et al,2018,2018,On the wrong track: ocean acidification attracts larval fish to irrelevant environmental cues,Sci Rep,4.122,4.122,Lates calcarifer,Trop,Yes,Auditory,"% time near speaker - white noise, 21 dph",Larvae,0.3257,1.385,72.202,NA
a83,Sswat et al,2018,2018,"Growth performance and survival of larval Atlantic herring, under the combined effects of elevated temperatures and CO2",PloS One,2.766,2.766,Clupea harengus,Temp,No,null,"Mean activity (size standardized), 28 days",Larvae,0.0507,1.052,95.056,NA
