studyID,caseID,author,year,journal,kingdom,organism_group,thermoregulation,dispersal_type,trophic_position,realm,habitat,hemisphere,longitude_range,longitude_midpoint,scale,diversity,latitude_range,latitude_midpoint,total_taxonomic_richness,measure_of_richness,number_of_points,slope_b,SE_b,Var_b,intercept,r,rz,VarRz
364,1,Qian,2014,Journal of Vegetation Science,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Forest,S,33,64.5,local,alpha,26.6,-13.7,NA,S,37,-8.488636,0.8186333,24.79593776,251.1245,-0.868575673,-1.327250261,0.02941176
1040,1,"Takehiro Okuda, Shiroh Yonezaki, Masashi Kiyota",2015,Deep-Sea Research II,Animalia,fishes,ecto,active,multiple,marine,Open ocean,N,25,167.5,local,alpha,14,42,33,S,15,-0.02543193,0.06541718,0.064191112,10.41529,-0.107202705,-0.107616233,0.08333333
232,1,David S. Woodruff  and Leslie M. Turner,2009,Journal of Biogeography,Animalia,mammals,homeo,active,multiple,terrestrial,Terrestrial general,N,5,102.5,local,alpha,19,10.5,325,S,20,-0.7740681,0.9008115,16.22922717,157.8429,-0.198508463,-0.201179351,0.05882353
238,1,Thieltges et al 2011A,2011,Global Ecology and Biogeography,Animalia,other invertebrates,multiple,active,multiple,freshwater,Freshwater,N,60,8,local,alpha,33.3,54.88,466,S,25,-2.667012,0.7202306,12.96830293,294.344,-0.611150636,-0.710755927,0.04545455
238,2,Thieltges et al 2011A,2011,Global Ecology and Biogeography,Animalia,other invertebrates,ecto,active,multiple,freshwater,Freshwater,N,60,8,local,alpha,33.3,54.88,553,S,25,-2.830118,0.7878162,15.51635912,203.0185,-0.599517556,-0.692393703,0.04545455
238,3,Thieltges et al 2011A,2011,Global Ecology and Biogeography,Animalia,other invertebrates,ecto,active,parasites,freshwater,Freshwater,N,60,8,local,alpha,33.3,54.88,564,S,25,-1.825655,2.078051,107.957399,213.453,-0.180190177,-0.182179241,0.04545455
242,1,"D. Yemane, S. K. Mafwila, J. Kathena, S. E. Nsiangango and S. P. Kirkman",2015,Fisheries Oceanography,Animalia,fishes,ecto,active,multiple,marine,Open ocean,S,7.5,15.25,local,alpha,30,-20,NA,S,27,7.365953,1.580201,67.41995041,229.6576,0.681906519,0.832668977,0.04166667
242,2,"D. Yemane, S. K. Mafwila, J. Kathena, S. E. Nsiangango and S. P. Kirkman",2015,Fisheries Oceanography,Animalia,fishes,ecto,active,multiple,marine,Open ocean,S,7.5,15.25,local,alpha,30,-20,NA,S,28,2.608324,0.8392196,19.72010704,129.7653,0.520470268,0.576984527,0.04
242,3,"D. Yemane, S. K. Mafwila, J. Kathena, S. E. Nsiangango and S. P. Kirkman",2015,Fisheries Oceanography,Animalia,fishes,ecto,active,multiple,marine,Open ocean,S,7.5,15.25,local,alpha,30,-20,NA,S,28,2.043706,0.9418991,24.84086961,194.2844,0.391551529,0.413631193,0.04
247,1,"E. Chappuis, E. Ballesteros and E. Gacia",2012,Journal of Vegetaion Science,Plantae,other plants,ecto,passive,autotrophs,NA,Multiple,N,70,10,regional,gamma,50,45,5610,S,41,-62.46636,15.6558,10049.26702,5809.672,-0.538401059,-0.60190123,0.02631579
126,1,"B. Quiroz-MartÃ_nez, F. ÃÅlvarez, H. Espinosa and G. Salgado-Maldonado",2014,Plos ONE,Animalia,fishes,ecto,active,multiple,freshwater,Freshwater,both,30,-101,local,alpha,44,8,332,S,22,-2.355976,1.206971,32.04913789,84.80801,-0.400029749,-0.423684346,0.05263158
456,1,"J. D. Witman, R. J. Etter and F. Smith",2004,PNAS,Animalia,other invertebrates,multiple,both,multiple,terrestrial,Terrestrial general,N,291,20.5,local,alpha,63.5,31.75,NA,S,25,-0.8631919,0.4271345,4.561097027,95.28277,-0.388316881,-0.409816523,0.04545455
456,2,"J. D. Witman, R. J. Etter and F. Smith",2004,PNAS,Animalia,other invertebrates,multiple,both,multiple,terrestrial,Terrestrial general,S,291,20.5,local,alpha,62.9,-31.45,NA,S,17,1.963097,0.5815773,5.74994665,173.2075,0.657027244,0.787564723,0.07142857
456,3,"J. D. Witman, R. J. Etter and F. Smith",2004,PNAS,Animalia,other invertebrates,multiple,both,multiple,terrestrial,Terrestrial general,N,291,20.5,regional,gamma,63.5,31.75,NA,S,6,-9.655225,5.842128,204.7827574,905.3832,-0.636999686,-0.753108343,0.3333333
456,4,"J. D. Witman, R. J. Etter and F. Smith",2004,PNAS,Animalia,other invertebrates,multiple,both,multiple,terrestrial,Terrestrial general,S,291,20.5,regional,gamma,62.9,-31.45,NA,S,6,8.830911,3.420886,70.21476615,1051.751,0.790509709,1.072789109,0.3333333
1041,1,"T. Okuda, T. Noda, T. Yamamoto, M. Hori and M. Nakaoka",2009,Journal of Animal Ecology,Animalia,NA,ecto,passive,multiple,marine,Coastal/estuary,N,15,137.5,local,alpha,12,37,NA,S,6,-0.3025198,0.136693,0.112109857,15.38555,-0.741929107,-0.954757067,0.3333333
1041,2,"T. Okuda, T. Noda, T. Yamamoto, M. Hori and M. Nakaoka",2009,Journal of Animal Ecology,Animalia,NA,ecto,passive,multiple,marine,Coastal/estuary,N,15,137.5,regional,gamma,12,37,NA,S,6,-1.740243,0.6218672,2.320312887,89.7644,-0.813577839,-1.137521547,0.3333333
243,1,"E. A. Holt, R. Bradford and I. Garcia",2015,Fungal Ecology,Fungi,fungi,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,8.246,120.2,regional,gamma,16.647,40.6545,1847,S,193,-2.501912,0.946366,172.8524609,167.1996,-0.187885045,-0.190143915,0.005263158
272,1,"H. Min Joo, S. H. Lee, S. Won Jung, H. U. Dahms and J. Hwan Lee",2012,Deep Sea Research II,Protista,protozoa,ecto,passive,autotrophs,marine,Open ocean,N,48,167,local,alpha,32,69,90,S,37,-0.3039435,0.07868059,0.229053504,33.09594,-0.546733665,-0.613710392,0.02941176
272,2,"H. Min Joo, S. H. Lee, S. Won Jung, H. U. Dahms and J. Hwan Lee",2012,Deep Sea Research II,Protista,protozoa,ecto,passive,autotrophs,marine,Open ocean,N,48,167,local,alpha,32,69,90,S,37,-0.2338446,0.096412,0.343925129,27.80988,-0.379337185,-0.399285199,0.02941176
117,1,"B. Hilbig, D. Gerdes and A. Montiel",2006,Journal of the Marine Biological Association of the United Kingdon,Animalia,other invertebrates,ecto,active,omnivores,marine,Benthic,S,48.86,34.72,local,alpha,13.17,-67.785,235,S,26,-2.032858,0.5045926,6.619955991,174.8886,-0.635167616,-0.750031284,0.04347826
459,1,"J. F. Cully, S. K. Collinge, R. E. VanNimwegen, C. Ray, W. C. Johnson, B. Thiagarajan, D. B. Conlin and B. E. Holmes",2010,Ecography,Animalia,mammals,homeo,active,herbivores,terrestrial,Terrestrial other,N,6.36,105.038,local,alpha,16.838,39.369,25,S,8,-0.09729958,0.05871764,0.02758209,7.784986,-0.560325173,-0.63330705,0.2
342,1,"H. J. Peat, A. Clarke and P. Convey",2007,Journal of Biogeography,Plantae,other plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,NA,NA,local,alpha,13,-66.5,NA,S,15,-5.263049,1.014998,15.4533141,391.3666,-0.821024056,-1.159951441,0.08333333
342,2,"H. J. Peat, A. Clarke and P. Convey",2007,Journal of Biogeography,Fungi,fungi,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,NA,NA,local,alpha,17,-68.5,NA,S,18,-11.23336,2.030657,74.22422133,839.8137,-0.810348875,-1.128044329,0.06666667
342,3,"H. J. Peat, A. Clarke and P. Convey",2007,Journal of Biogeography,Plantae,other plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,NA,NA,local,alpha,10,-65,NA,S,11,-1.3503,0.3323408,1.214954481,93.50705,-0.804468085,-1.111148762,0.125
342,4,"H. J. Peat, A. Clarke and P. Convey",2007,Journal of Biogeography,Plantae,other plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,NA,NA,local,alpha,14,-77,NA,S,10,-0.3097,0.337458,1.138779018,30.8101,-0.308631317,-0.319031922,0.1428571
342,5,"H. J. Peat, A. Clarke and P. Convey",2007,Journal of Biogeography,Fungi,fungi,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,NA,NA,local,alpha,17,-75.5,NA,S,12,-1.281867,0.8928,9.56510208,116.3783,-0.413417223,-0.439725909,0.1111111
244,1,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,carnivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,58,-0.006246105,0.002061124,2.46397e-4,2.81262,-0.375349704,-0.39463567,0.01818182
244,2,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,carnivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,55,0.01439759,0.006929873,0.002641273,0.2315039,0.274425801,0.281643831,0.01923077
244,3,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,37,-0.01929626,0.006541781,0.001583411,1.045762,-0.446203541,-0.479949969,0.02941176
244,4,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,56,-0.0138283,0.005474914,0.001678582,1.333856,-0.325047535,-0.337280674,0.01886792
244,5,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,herbivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,61,-0.02910087,0.005283759,0.001703005,3.417743,-0.582713652,-0.666561741,0.01724138
244,6,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,herbivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,59,-0.01785221,0.004624337,0.001261685,1.902161,-0.455268822,-0.491326749,0.01785714
244,7,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,55,-0.03796873,0.006547108,0.002357554,2.29936,-0.623070622,-0.730008618,0.01923077
244,8,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,56,-0.01214201,0.003374089,6.37531e-4,1.611585,-0.439803593,-0.47198727,0.01886792
244,9,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,43,-0.02226824,0.005325415,0.001219482,1.398191,-0.546777103,-0.613772353,0.025
244,10,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,52,-0.004253321,0.003856654,7.73437e-4,1.201551,-0.154103861,-0.15534143,0.02040816
244,11,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,45,-0.04413639,0.01031134,0.004784568,2.42858,-0.546606531,-0.613529071,0.02380952
244,12,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,47,-0.03167777,0.005394086,0.00136752,1.644369,-0.658695529,-0.790505895,0.02272727
244,13,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,multiple,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,18,-0.02471841,0.004027283,2.91942e-4,3.062178,-0.837790009,-1.213713657,0.06666667
244,14,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,multiple,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,20,-0.04510561,0.005014778,5.0296e-4,2.718714,-0.904434132,-1.496062239,0.05882353
244,15,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,45,-0.0295457,0.004180032,7.8627e-4,1.797079,-0.733102585,-0.935402056,0.02380952
244,16,"E. A. Lilleskov, W. J. Mattson and A. J. Storer",2008,Diversity and Distributions,Animalia,other invertebrates,ecto,active,detritivores,terrestrial,Terrestrial general,N,90,-105,local,alpha,45,48.5,NA,index,31,-0.01336575,0.00340754,3.59951e-4,0.6987365,-0.588752919,-0.675755228,0.03571429
485,1,"J. Jabiol, A. Bruder, M. O. Gessner, M. Makkonen, B. G. McKie, E. T. H. M. Peeters, V. C. A. Vos and E. Chauvet",2013,Fungal Ecology,Fungi,fungi,ecto,passive,detritivores,freshwater,Freshwater,N,72,17,local,alpha,63,36.5,NA,S,5,0.061681783,3.318099235,55.04891267,3.857124214,0.477692721,0.519990554,0.5
485,2,"J. Jabiol, A. Bruder, M. O. Gessner, M. Makkonen, B. G. McKie, E. T. H. M. Peeters, V. C. A. Vos and E. Chauvet",2013,Fungal Ecology,Fungi,fungi,ecto,passive,detritivores,freshwater,Freshwater,N,72,17,local,alpha,63,36.5,NA,S,4,0.116554504,0.762051273,2.322888571,2.530509387,0.978958906,2.271924391,1
485,3,"J. Jabiol, A. Bruder, M. O. Gessner, M. Makkonen, B. G. McKie, E. T. H. M. Peeters, V. C. A. Vos and E. Chauvet",2013,Fungal Ecology,Fungi,fungi,ecto,passive,detritivores,freshwater,Freshwater,N,72,17,local,alpha,63,36.5,NA,S,4,0.118196588,1.71413599,11.75304877,2.263067642,0.907678013,1.51417988,1
504,1,"J. Mutke, R. Jacobs, K. Meyer, T. Henning and M. Weigend",2014,Fronters in Genetics,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,20,-70,regional,gamma,23,12,NA,S,20,-0.211019073,5.116776515,523.6280381,6.093815258,-0.452303596,-0.487592568,0.058823529
504,2,"J. Mutke, R. Jacobs, K. Meyer, T. Henning and M. Weigend",2014,Fronters in Genetics,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,20,-70,regional,gamma,18,-9.5,NA,S,19,-0.493041461,4.811084975,439.7842341,14.59307046,-0.55647519,-0.627712654,0.0625
504,3,"J. Mutke, R. Jacobs, K. Meyer, T. Henning and M. Weigend",2014,Fronters in Genetics,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,20,-70,regional,gamma,9,5,NA,S,10,-0.236363636,1.13417972,12.86363637,3.4,-0.556178892,-0.627283548,0.142857143
504,4,"J. Mutke, R. Jacobs, K. Meyer, T. Henning and M. Weigend",2014,Fronters in Genetics,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,20,-70,regional,gamma,54,-27.5,NA,S,45,-4.282209704,13.79846557,8567.894344,43.70089042,-0.594913531,-0.685237126,0.023809524
504,5,"J. Mutke, R. Jacobs, K. Meyer, T. Henning and M. Weigend",2014,Fronters in Genetics,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,20,-70,regional,gamma,27,14,NA,S,22,0.063231581,0.844282367,15.68187973,0.869176039,0.554656001,0.625081281,0.052631579
504,6,"J. Mutke, R. Jacobs, K. Meyer, T. Henning and M. Weigend",2014,Fronters in Genetics,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,20,-70,regional,gamma,54,-27.5,NA,S,44,-4.059031616,13.54236655,8069.410438,35.6743312,-0.42455319,-0.453233346,0.024390244
3,1,"A. Astorga, M. FernÃ¡ndez, E. E. Boschi and N. Lagos",2003,Ecology Letters,Animalia,arthropods,ecto,active,multiple,marine,Coastal/estuary,S,115,-57.5,local,alpha,44,-32,NA,S,47,-1.058988661,4.591777001,990.9675533,60.18772265,-0.948632657,-1.817940292,0.022727273
3,2,"A. Astorga, M. FernÃ¡ndez, E. E. Boschi and N. Lagos",2003,Ecology Letters,Animalia,arthropods,ecto,active,multiple,marine,Coastal/estuary,S,115,-57.5,local,alpha,46,-33,NA,S,47,-0.432212645,4.80182021,1083.701434,37.39612004,-0.779811282,-1.044888815,0.022727273
799,1,N. Tolimieri,2007,Environmental Biology of Fish,Animalia,fishes,ecto,active,multiple,marine,Coastal/estuary,N,12,-133,local,alpha,14,40,161,S,15,0.016266753,4.540223659,309.2044631,59.20281504,0.016652477,0.016654017,0.083333333
805,1,O. Defeo and A. McLachlan,2013,Geomorphology,Animalia,other invertebrates,ecto,both,multiple,marine,Coastal/estuary,N,NA,NA,local,alpha,35,33.5,NA,S,18,-0.047930593,2.172557911,84.96014178,21.30716113,-0.306552186,-0.316735521,0.066666667
805,2,O. Defeo and A. McLachlan,2013,Geomorphology,Animalia,other invertebrates,ecto,both,multiple,marine,Coastal/estuary,S,NA,NA,local,alpha,25,-29.5,NA,S,154,-0.272691354,6.12897589,5784.909201,19.56570121,-0.316461274,-0.327709625,0.006622517
808,1,O. Paknia and M. Pfeiffer,2011,Insect Conservation and Diversity,Animalia,arthropods,ecto,active,multiple,terrestrial,Terrestrial general,N,18,53,local,alpha,10,32,69,S,15,0.220393327,1.748658421,45.8670941,3.098434358,0.444934361,0.4783664,0.083333333
811,1,"P. C. Guerrero, A. P. DurÃ¡n and H. E. Walter",2011,Journal of Arid Environments,Plantae,other plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,10,-70,regional,gamma,18,-27,72,S,27,0.107017544,7.833793325,1656.944582,8.005263158,0.078857187,0.079021257,0.041666667
814,1,"P. Clergeau, S. Croci, J. JokimÃ_ki, M. L. Kaisanlahti-JokimÃ_ki and M. Dinetti",2006,Biological Conservation,Animalia,birds,homeo,active,multiple,terrestrial,Terrestrial other,N,35,12.5,local,alpha,27,53.5,NA,S,19,-0.320389954,8.523473216,1380.342318,40.726701919999996,-0.341901676,-0.35624435,0.0625
814,2,"P. Clergeau, S. Croci, J. JokimÃ_ki, M. L. Kaisanlahti-JokimÃ_ki and M. Dinetti",2006,Biological Conservation,Animalia,birds,homeo,active,multiple,terrestrial,Terrestrial other,N,35,12.5,local,alpha,27,53.5,NA,S,19,-0.327362855,12.27612442,2863.361385,58.80925314,-0.249917414,-0.255324722,0.0625
814,3,"P. Clergeau, S. Croci, J. JokimÃ_ki, M. L. Kaisanlahti-JokimÃ_ki and M. Dinetti",2006,Biological Conservation,Animalia,birds,homeo,active,multiple,terrestrial,Terrestrial other,N,35,12.5,local,alpha,27,53.5,NA,S,19,-1.531923331,17.558585,5857.774237,165.477462,-0.645189172,-0.767012944,0.0625
816,1,P. D. Rios and D. Soto,2007,Crustaceana,Animalia,arthropods,ecto,passive,multiple,freshwater,Freshwater,S,4,-73,local,alpha,11,-45.5,NA,S,14,-0.234253847,1.699037335,40.41419012,15.17388371,-0.547030182,-0.614133432,0.090909091
916,1,R. R. Fortes and R. S. Absalao,2004,Journal of Biogeography,Animalia,other invertebrates,ecto,active,carnivores,marine,Coastal/estuary,N,120,-90,regional,gamma,85,47.5,4097,S,18,-26.95170466,454.3168539,3715268.467,2376.259327,-0.85273323,-1.266085774,0.066666667
916,2,R. R. Fortes and R. S. Absalao,2004,Journal of Biogeography,Animalia,other invertebrates,ecto,active,carnivores,marine,Coastal/estuary,S,120,-90,regional,gamma,85,-47.5,4097,S,18,-14.06211844,537.248528,5195447.655,1215.137213,-0.584982004,-0.670003225,0.066666667
917,1,R. R. Silva and C. R. F. BrandÃ£o,2014,PLoS One,Animalia,arthropods,ecto,active,herbivores,terrestrial,Terrestrial general,S,20,-43,local,alpha,21,-17.5,530,S,26,1.200784374,17.28303612,7766.286776,68.83914358,0.423315666,0.451724685,0.043478261
927,1,"R. V. Downey, H. J. Griffiths, K. Linse and D. Janussen",2012,PLoS One,Animalia,other invertebrates,ecto,passive,omnivores,marine,Coastal/estuary,S,NA,NA,local,alpha,50,-30,8864,S,11,-1.805454545,20.29656387,4531.455554,93.34545455,-0.841078546,-1.224848381,0.125
945,1,"S. Abrahamczyk, P. Gottleuber, C. Matauschek and M. Kessler",2011,Biodiversity & Conservation,Animalia,arthropods,ecto,active,herbivores,terrestrial,Terrestrial general,S,11,-73.5,local,alpha,18.1,-12.55,59,S,16,-1.295278076,9.55858642,1461.86519,38.49457209,-0.629597912,-0.740749722,0.076923077
949,1,"S. Bernardos, M. GarcÃ_a-Barriuso, M. ÃÅngeles SÃ¡nchez-Anta and F. Amich",2007,Nordic Journal of Botany,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,NA,NA,regional,gamma,61.5,30.98,122,S,28,-0.026584341,0.3891553,4.240371731,3.056055121,-0.732072406,-0.933178561,0.04
950,1,"S. Bjorholm, J. C. Svenning, F. Skov and H. Balslev",2005,Global Ecology and Biogeography,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,87,-76.5,regional,gamma,34.09,-17.525,550,S,658,-1.237375887,12.89278627,109375.3511,37.565739,-0.629531611,-0.740639888,0.001526718
950,2,"S. Bjorholm, J. C. Svenning, F. Skov and H. Balslev",2005,Global Ecology and Biogeography,Plantae,herbaceous plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,87,-76.5,regional,gamma,34.35,17.445,550,S,391,-1.422844324,10.98301479,47165.00603,40.93442773,-0.76561221,-1.009637902,0.00257732
960,1,S. Devin and J. N. Beisel,2008,Aquatic Science,Animalia,arthropods,ecto,active,carnivores,freshwater,Freshwater,N,70,17,regional,gamma,31,53.5,NA,S,25,-0.7,NA,NA,50.8,-0.5,-0.549306144,0.045454545
9,1,"A. Brandt, K. E. Ellingsen, S. Brix, W. BrÃ¶keland and M. Malyutina",2005,Polar Biology,Animalia,arthropods,ecto,active,detritivores,marine,Open ocean,S,38,-41,local,alpha,16.4,-66.4,471,S,28,-1.14631026,21.89295705,13420.44392,106.280476,-0.268476114,-0.275220838,0.04
1056,1,Pyrcz,2014,Insect Conservation and Diversity,Animalia,arthropods,ecto,active,herbivores,terrestrial,Forest,N,18,-73,regional,gamma,10.3,5.4,NA,S,6,-18.77416824,0.979918826,5.761445433,267.1167251,-0.994595483,-2.955480691,0.333333333
1056,2,Pyrcz,2014,Insect Conservation and Diversity,Animalia,arthropods,ecto,active,herbivores,terrestrial,Forest,S,18,-73,regional,gamma,25.5,-14.3,NA,S,14,-15.12291809,2.230750664,69.66747935,414.2667261,-0.890481077,-1.424244635,0.090909091
429,1,Shurin,2007,Ecology Letters,Protista,protozoa,ecto,passive,suspension,freshwater,Freshwater,N,160.7,-73.87,local,alpha,23,56.5,NA,S,33,-0.142854606,0.046394824,0.07103183,13.54302907,-0.483949062,-0.528128311,0.033333333
1069,1,Madhav,2004,Indian Journal of Marine Sciences,Protista,protozoa,ecto,passive,multiple,marine,Coastal/estuary,N,16,87,local,alpha,10,16,131,S,11,-7.172727273,2.234587042,54.92717173,172.2181818,-0.730586874,-0.92998494,0.125
1069,2,Madhav,2004,Indian Journal of Marine Sciences,Protista,protozoa,ecto,passive,autotrophs,marine,Coastal/estuary,N,16,87,local,alpha,10,16,111,S,11,-4.563636364,1.359576448,20.3329293,114.1090909,-0.745608513,-0.962992061,0.125
438,1,Ellison,2009,Wetlands Ecology and Management,Animalia,other invertebrates,ecto,passive,herbivores,marine,Coral reefs,N,38.5,152,regional,gamma,13.7833,8.25,NA,S,5,-0.169861898,0.098970129,0.048975432,14.36939704,-0.703868518,-0.874926495,0.5
438,2,Ellison,2009,Wetlands Ecology and Management,Plantae,herbaceous plants,ecto,passive,autotrophs,marine,Coastal/estuary,N,38.5,152,regional,gamma,13.7833,8.25,NA,S,6,0.109572218,0.39226257,0.923219543,4.189645899,0.138324311,0.139216794,0.333333333
438,3,Ellison,2009,Wetlands Ecology and Management,Plantae,woody plants,ecto,passive,autotrophs,marine,Coastal/estuary,N,38.5,152,regional,gamma,13.7833,8.25,NA,S,6,-0.048727605,0.546989578,1.795185591,9.267821952,-0.044497506,-0.044526909,0.333333333
438,6,Ellison,2009,Wetlands Ecology and Management,Animalia,other invertebrates,ecto,passive,herbivores,marine,Coral reefs,S,73,180,regional,gamma,20.9667,-14.3333,NA,S,6,-0.293295,0.474813482,1.352687056,19.64651361,-0.295098646,-0.304142138,0.333333333
438,7,Ellison,2009,Wetlands Ecology and Management,Plantae,herbaceous plants,ecto,passive,autotrophs,marine,Coastal/estuary,S,73,180,regional,gamma,20.9667,-14.3333,NA,S,9,0.009055243,0.277529952,0.693205868,6.873813574,0.012331302,0.012331927,0.166666667
438,8,Ellison,2009,Wetlands Ecology and Management,Plantae,woody plants,ecto,passive,autotrophs,marine,Coastal/estuary,S,73,180,regional,gamma,20.9667,-14.3333,NA,S,11,-0.201058514,0.454364568,2.270918767,11.92273698,-0.14592275,-0.14697192,0.125
438,9,Ellison,2009,Wetlands Ecology and Management,Animalia,fishes,ecto,active,multiple,freshwater,Freshwater,S,73,180,regional,gamma,20.9667,-14.3333,NA,S,7,0.214199883,2.324246526,37.8148534,50.4100578,0.041179728,0.041203029,0.25
438,10,Ellison,2009,Wetlands Ecology and Management,Animalia,other invertebrates,ecto,passive,omnivores,freshwater,Freshwater,S,73,180,regional,gamma,20.9667,-14.3333,NA,S,6,0.381735697,0.720159836,3.111781136,30.68383674,0.256190211,0.262026717,0.333333333
1081,1,"V. Souto, M. Escolar, G. Genzano and C. Bremec",2014,Scientia Marina,Animalia,other invertebrates,ecto,active,herbivores,marine,Open ocean,S,19,-59.5,local,alpha,22,-45,110,S,22,0.0442238,0.01607999,0.005688454,-0.7727491,0.523842438,0.581620766,0.05263158
691,1,M. HorsÃ¡k and M. ChytrÃ_,2014,Plos ONE,Animalia,other invertebrates,ecto,active,herbivores,terrestrial,Terrestrial general,N,13,73.5,local,alpha,13,61,33,S,29,-0.4503151,0.1012633,0.297373422,30.62862,-0.650212042,-0.775665967,0.03846154
700,1,M. J. McCann,2015,Plos ONE,Plantae,other plants,ecto,passive,autotrophs,freshwater,Freshwater,N,122,-59,local,alpha,21,10.5,NA,S,9,-3.431659,1.809198,29.45877663,286.385,-0.582653499,-0.666470666,0.1666667
700,2,M. J. McCann,2015,Plos ONE,Plantae,other plants,ecto,passive,autotrophs,freshwater,Freshwater,N,122,-59,local,alpha,21,10.5,NA,S,9,0.01015892,0.1280084,0.147475354,3.779265,0.029982295,0.029991284,0.1666667
1120,1,"Y. FragniÃ¨re, S. BÃ©trisey, L. Cardinaux, M. Stoffel and G. Kozlowski",2015,Plos ONE,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,N,360,0,local,alpha,60,30,1014,S,13,-0.8804636,0.4409403,2.527568526,78.89192,-0.51578891,-0.570585184,0.1
1120,2,"Y. FragniÃ¨re, S. BÃ©trisey, L. Cardinaux, M. Stoffel and G. Kozlowski",2015,Plos ONE,Plantae,woody plants,ecto,passive,autotrophs,terrestrial,Terrestrial general,S,360,0,local,alpha,50,-25,1014,S,12,0.6765417,0.3933401,1.856597211,49.49857,0.519581081,0.57576575,0.1428571
