article,experiment,sample,id,pairing,yi,vi,ni,stimuli,condition,gen_difficulty,manip_type,present_style,word_status,memory_test,memory_type,gen_constraint,learning_type,stimuli_relation,gen_mode,gen_task,attention,pacing,filler_task,age_grp,retention_delay
1152,1,2,1257,625,0.49,0.0021125000000000002,32,12,read,NA,within,pure,words,recognition,item,NA,intentional,definitions,covert/thinking,word fragment,full,timed,yes,older,immediate
1152,2b,1,1258,626,0.87,6.722222222222222e-4,18,12,generate,NA,within,pure,words,recognition,item,medium,intentional,definitions,verbal/speaking,word fragment,full,timed,yes,younger,immediate
1152,2b,1,1259,626,0.61,0.0018,18,12,read,NA,within,pure,words,recognition,item,NA,intentional,definitions,verbal/speaking,word fragment,full,timed,yes,younger,immediate
1152,2b,2,1260,627,0.86,7.999999999999999e-4,18,12,generate,NA,within,pure,words,recognition,item,medium,intentional,definitions,verbal/speaking,word fragment,full,timed,yes,older,immediate
1152,2b,2,1261,627,0.63,0.0022222222222222227,18,12,read,NA,within,pure,words,recognition,item,NA,intentional,definitions,verbal/speaking,word fragment,full,timed,yes,older,immediate
1444,1,1,1262,628,0.82,5.272055536200005e-4,38,24,generate,low,between,pure,words,cued recall,item,high,incidental,NA,verbal/speaking,word stem,full,self-paced,no,younger,long
1444,1,2,1263,628,0.97,3.0588096084391194e-4,20,24,generate,high,between,pure,words,cued recall,item,medium,incidental,NA,verbal/speaking,word stem,full,self-paced,no,younger,long
1444,1,3,1264,628,0.65,0.0013291898858770127,20,24,read,low,between,pure,words,cued recall,item,NA,incidental,NA,verbal/speaking,word stem,full,self-paced,no,younger,long
1445,1,1,1265,629,0.68,0.002698288415764827,24,5,generate,NA,within,pure,numbers,free recall,item,low,intentional,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,1,1,1266,629,0.38,0.0022132383021439845,24,5,read,NA,within,pure,numbers,free recall,item,NA,intentional,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,1,1267,630,0.55,0.0036404698835286204,16,5,generate,NA,within,pure,numbers,free recall,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,1,1268,630,0.42,0.002993738231923713,16,5,read,NA,within,pure,numbers,free recall,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,2,1269,631,0.49,0.0034598568918649984,16,5,generate,NA,within,pure,numbers,free recall,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,2,1270,631,0.24,0.0013531364383607156,16,5,read,NA,within,pure,numbers,free recall,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,3,1271,632,0.4,0.0028244078044077146,16,5,generate,NA,within,pure,numbers,free recall,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,3,1272,632,0.1,4.793465425825978e-4,16,5,read,NA,within,pure,numbers,free recall,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,1,1273,633,0.81,0.0020800342157823934,16,5,generate,NA,within,pure,numbers,recognition,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,1,1274,633,0.81,0.0020800342157823934,16,5,read,NA,within,pure,numbers,recognition,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,immediate
1445,2,2,1275,634,0.75,0.002648745044440611,16,5,generate,NA,within,pure,numbers,recognition,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,2,1276,634,0.61,0.0035804131012327402,16,5,read,NA,within,pure,numbers,recognition,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,3,1277,635,0.69,0.0031527259644884976,16,5,generate,NA,within,pure,numbers,recognition,item,low,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1445,2,3,1278,635,0.52,0.0035790951204390147,16,5,read,NA,within,pure,numbers,recognition,item,NA,incidental,NA,verbal/speaking,calculation,full,timed,yes,younger,long
1447,1,1,1279,636,0.4,0.0010522817172196148,20,30,generate,NA,within,mixed,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,1,1,1280,636,0.26,5.674114101000942e-4,20,30,read,NA,within,mixed,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,2,1,1281,637,0.32,7.734006823120954e-4,20,30,generate,NA,within,mixed,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,2,1,1282,637,0.26,5.674114101000942e-4,20,30,read,NA,within,mixed,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,3,1,1283,638,0.37,0.001138462623381097,20,15,generate,NA,within,mixed,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,3,1,1284,638,0.28,7.589570653309756e-4,20,15,read,NA,within,mixed,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,3,2,1285,639,0.68,0.001438378177270362,20,15,generate,NA,within,mixed,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1447,3,2,1286,639,0.65,0.0015214445531071825,20,15,read,NA,within,mixed,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,no,younger,immediate
1448,4,1,1287,640,0.355,0.0010930390922654996,11,24,generate,NA,within,mixed,words,free recall,item,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,1,1288,640,0.21,5.066641532692324e-4,11,24,read,NA,within,mixed,words,free recall,item,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,2,1289,641,0.316,9.239757554674577e-4,11,24,generate,NA,within,mixed,words,free recall,item,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,2,1290,641,0.228,5.694846295311754e-4,11,24,read,NA,within,mixed,words,free recall,item,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,3,1291,642,0.581,0.0016504475205631759,11,24,generate,NA,within,pure,words,free recall,item,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,3,1292,642,0.172,3.8805167569302534e-4,11,24,read,NA,within,pure,words,free recall,item,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,4,1293,643,0.453,0.0014700384002533109,11,24,generate,NA,within,pure,words,free recall,item,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,4,1294,643,0.267,7.184760612266747e-4,11,24,read,NA,within,pure,words,free recall,item,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,1,1295,644,0.331,9.889950314562381e-4,11,24,generate,NA,within,mixed,words,free recall,cue word,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,1,1296,644,0.191,4.4491302934888103e-4,11,24,read,NA,within,mixed,words,free recall,cue word,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,2,1297,645,0.313,9.11032650362313e-4,11,24,generate,NA,within,mixed,words,free recall,cue word,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,2,1298,645,0.254,6.670301295782099e-4,11,24,read,NA,within,mixed,words,free recall,cue word,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,3,1299,646,0.53,0.0016351765182408033,11,24,generate,NA,within,pure,words,free recall,cue word,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,3,1300,646,0.204,4.866459318812844e-4,11,24,read,NA,within,pure,words,free recall,cue word,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,4,1301,647,0.412,0.0013274118568701193,11,24,generate,NA,within,pure,words,free recall,cue word,high,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1448,4,4,1302,647,0.235,5.949904446269344e-4,11,24,read,NA,within,pure,words,free recall,cue word,NA,intentional,synonym,writing/typing,word fragment,full,self-paced,no,younger,immediate
1449,1,1,1303,648,0.56,0.0016249723912615827,24,12,generate,NA,within,mixed,words,NA,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
1449,1,1,1304,648,0.44,0.0014031312529350717,24,12,read,NA,within,mixed,words,NA,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,yes,younger,immediate
1450,1,1,1305,649,0.9,5.681858607840741e-4,24,12,generate,NA,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,1,1,1306,649,0.79,0.0010119866507520166,24,12,read,NA,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,2,1,1307,650,0.88,6.418008678005944e-4,24,12,generate,high,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,2,1,1308,650,0.79,0.0010119866507520166,24,12,read,high,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,2,1,1309,651,0.81,9.266734320447848e-4,24,12,generate,low,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,2,1,1310,651,0.56,0.0016249723912615827,24,12,read,low,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,short
1450,3,1,1311,652,0.77,0.0010968940392349928,24,12,generate,high,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,long
1450,3,1,1312,652,0.66,0.0014940637713698887,24,12,read,high,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,long
1450,3,1,1313,653,0.67,0.001466362864077614,24,12,generate,low,within,mixed,words,recognition,item,medium,intentional,NA,writing/typing,anagram,full,timed,yes,younger,long
1450,3,1,1314,653,0.54,0.001615722673918995,24,12,read,low,within,mixed,words,recognition,item,NA,intentional,NA,writing/typing,anagram,full,timed,yes,younger,long
1450,4,1,1315,654,0.328,0.001050658046116593,20,12,generate,high,within,mixed,words,free recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
1450,4,1,1316,654,0.228,6.130690284753981e-4,20,12,read,high,within,mixed,words,free recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
1450,4,2,1317,655,0.407,0.0014082867509980983,20,12,generate,low,within,mixed,words,free recall,item,medium,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
1450,4,2,1318,655,0.274,8.039776007904313e-4,20,12,read,low,within,mixed,words,free recall,item,NA,intentional,NA,verbal/speaking,anagram,full,timed,yes,younger,immediate
1451,1,1,1319,656,0.77,0.0012520733873424375,20,11,generate,low,between,pure,words,cued recall,item,low,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,1,2,1320,656,0.695,0.001584250033023474,20,11,read,low,between,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,1,1,1321,657,0.909,6.124675794389245e-4,20,11,generate,high,between,pure,words,cued recall,item,low,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,1,2,1322,657,0.709,0.00152835988041879,20,11,read,high,between,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,2,1,1323,658,0.527,0.0018300934676669402,20,11,generate,low,between,pure,words,cued recall,cue word,low,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,2,2,1324,658,0.5,0.0017827853501076005,20,11,read,low,between,pure,words,cued recall,cue word,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,2,1,1325,659,0.682,0.001632593808027931,20,11,generate,high,between,pure,words,cued recall,cue word,low,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1451,2,2,1326,659,0.523,0.0018245799269531533,20,11,read,high,between,pure,words,cued recall,cue word,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1452,1,1,1327,660,0.645625,0.0017349678971478749,12,16,generate,low,within,pure,words,cued recall,item,high,intentional,semantic,verbal/speaking,sentence completion,full,timed,yes,younger,immediate
1452,1,1,1328,660,0.28125,8.653799595592368e-4,12,16,read,low,within,pure,words,cued recall,item,NA,intentional,semantic,verbal/speaking,sentence completion,full,timed,yes,younger,immediate
1452,1,2,1329,661,0.208125,5.575544718636605e-4,12,16,generate,high,within,pure,words,cued recall,item,high,intentional,unrelated,verbal/speaking,sentence completion,full,timed,yes,younger,immediate
1452,1,2,1330,661,0.265625,7.94458379436909e-4,12,16,read,high,within,pure,words,cued recall,item,NA,intentional,unrelated,verbal/speaking,sentence completion,full,timed,yes,younger,immediate
1453,1,1,1331,662,0.58,0.001969230769230769,13,10,generate,NA,within,mixed,words,recognition,item,high,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,1,1,1332,662,0.35,0.0017307692307692306,13,10,read,NA,within,mixed,words,recognition,item,NA,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,1,1,1333,663,0.37,0.0030769230769230774,13,10,generate,NA,within,mixed,non-words,recognition,item,high,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,1,1,1334,663,0.33,0.0030769230769230774,13,10,read,NA,within,mixed,non-words,recognition,item,NA,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,2,1,1335,664,0.69,0.0024066666666666668,15,10,generate,NA,between,pure,words,recognition,item,high,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,2,2,1336,664,0.4,0.0035266666666666667,15,10,read,NA,between,pure,words,recognition,item,NA,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,2,1,1337,665,0.3,0.0032266666666666667,15,10,generate,NA,between,pure,non-words,recognition,item,high,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1453,2,2,1338,665,0.28,8.066666666666667e-4,15,10,read,NA,between,pure,non-words,recognition,item,NA,incidental,rhyme,verbal/speaking,word stem,full,timed,yes,younger,immediate
1454,1,1,1339,666,0.35,0.001262154085722735,20,10,generate,low,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,divided,timed,yes,younger,short
1454,1,2,1340,666,0.23,6.793591127769651e-4,20,10,read,low,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,divided,timed,yes,younger,short
1454,1,1,1341,667,0.34,0.001211085002524247,20,10,generate,high,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,divided,timed,yes,younger,short
1454,1,2,1342,667,0.27,8.606035088598585e-4,20,10,read,high,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,letter transposition,divided,timed,yes,younger,short
1454,1,1,1343,668,0.36,0.0013129118982110797,20,10,generate,low,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,sentence completion,divided,timed,yes,younger,short
1454,1,2,1344,668,0.29,9.577842637545689e-4,20,10,read,low,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,sentence completion,divided,timed,yes,younger,short
1454,1,1,1345,669,0.53,0.0019262149360915303,20,10,generate,high,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,sentence completion,divided,timed,yes,younger,short
1454,1,2,1346,669,0.4,0.0015086307754291772,20,10,read,high,between,pure,words,free recall,item,NA,incidental,NA,verbal/speaking,sentence completion,divided,timed,yes,younger,short
1455,1,1,1347,670,0.39,0.0012521822214220703,20,14,generate,low,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,2,1348,670,0.3,8.634312653261235e-4,20,14,read,low,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,1,1349,671,0.47,0.0015338415560185116,20,14,generate,high,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,2,1350,671,0.41,0.001332241762592853,20,14,read,high,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,3,1351,672,0.9,5.837667397332283e-4,20,14,generate,low,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,4,1352,672,0.82,9.085101505421446e-4,20,14,read,low,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,3,1353,673,0.85,7.805575988723369e-4,20,14,generate,high,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,1,4,1354,673,0.5,0.0016046594329761394,20,14,read,high,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,1,1355,674,0.27,4.844028336153338e-4,40,14,generate,low,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,2,1356,674,0.31,5.95494377986952e-4,40,14,read,low,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,1,1357,675,0.53,0.001084197268067214,40,14,generate,high,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,2,1358,675,0.38,7.951369316768457e-4,40,14,read,high,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,2,3,1359,676,0.71,0.001052148868870389,32,14,generate,low,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,long
1455,2,4,1360,676,0.48,0.001196388298394648,32,14,read,low,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,long
1455,2,3,1361,677,0.48,0.001196388298394648,32,14,generate,high,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,long
1455,2,4,1362,677,0.29,6.294486158144046e-4,32,14,read,high,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,long
1455,3,1,1363,678,0.36,4.634748572944902e-4,72,14,generate,low,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,2,1364,678,0.47,6.318609223834997e-4,72,14,read,low,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,1,1365,679,0.51,6.685423224690775e-4,72,14,generate,high,between,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,2,1366,679,0.44,5.938656701055061e-4,72,14,read,high,between,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,3,1367,680,0.96,1.4575604927254197e-4,80,14,generate,low,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,4,1368,680,0.84,3.0964237678589166e-4,80,14,read,low,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,3,1369,681,0.86,2.782703106182955e-4,80,14,generate,high,between,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,3,4,1370,681,0.63,6.043378353920077e-4,80,14,read,high,between,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,4,1,1371,682,0.41,0.001332241762592853,20,14,generate,NA,within,pure,words,free recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,4,1,1372,682,0.13,2.826647163791965e-4,20,14,read,NA,within,pure,words,free recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,4,2,1373,683,0.86,7.392663252226535e-4,20,14,generate,NA,within,pure,words,cued recall,item,medium,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1455,4,2,1374,683,0.48,0.0015600164185368818,20,14,read,NA,within,pure,words,cued recall,item,NA,intentional,semantic,writing/typing,word fragment,full,timed,yes,younger,short
1456,1,1,1375,684,0.569,0.001862142640993331,18,12,generate,NA,within,mixed,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,1,1,1376,684,0.268,8.133780368416777e-4,18,12,read,NA,within,mixed,words,cued recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,2,1,1377,685,0.592,0.0020242432045854248,18,10,generate,low,within,mixed,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,2,1,1378,685,0.273,9.149728991096266e-4,18,10,read,low,within,mixed,words,cued recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,2,1,1379,686,0.523,0.002004125127155487,18,10,generate,high,within,mixed,words,cued recall,item,medium,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1456,2,1,1380,686,0.24,7.558312968897211e-4,18,10,read,high,within,mixed,words,cued recall,item,NA,incidental,semantic,verbal/speaking,word fragment,full,timed,no,younger,immediate
1457,2R,1,1381,687,0.75,0.001288659800836955,16,15,generate,NA,within,mixed,words,recognition,item,medium,incidental,antonym,verbal/speaking,cue only,full,timed,no,younger,immediate
1457,2R,1,1382,687,0.654,0.0016485292351230312,16,15,read,NA,within,mixed,words,recognition,item,NA,incidental,antonym,verbal/speaking,cue only,full,timed,no,younger,immediate
1457,2R,1,1383,688,0.73,0.0013759790311102726,16,15,generate,NA,within,mixed,words,recognition,source,medium,incidental,antonym,verbal/speaking,cue only,full,timed,no,younger,immediate
1457,2R,1,1384,688,0.71,0.0014582338356993018,16,15,read,NA,within,mixed,words,recognition,source,NA,incidental,antonym,verbal/speaking,cue only,full,timed,no,younger,immediate
1458,2,1,1385,689,0.41,0.0010829506080182046,24,20,generate,NA,within,mixed,words,cued recall,item,medium,intentional,NA,verbal/speaking,word stem,full,timed,yes,younger,immediate
1458,2,1,1386,689,0.22,4.439788893134587e-4,24,20,read,NA,within,mixed,words,cued recall,item,NA,intentional,NA,verbal/speaking,word stem,full,timed,yes,younger,immediate
1459,1,1,1387,690,0.837,0.0013566944444444444,36,10,generate,NA,within,mixed,words,recognition,item,medium,intentional,antonym,verbal/speaking,word fragment,full,self-paced,yes,younger,short
1459,1,1,1388,690,0.608,0.0015210000000000002,36,10,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,verbal/speaking,word fragment,full,self-paced,yes,younger,short
1459,1,2,1389,691,0.778,0.0012121212121212123,33,10,generate,NA,within,mixed,words,recognition,item,medium,intentional,antonym,verbal/speaking,word fragment,full,self-paced,yes,younger,short
1459,1,2,1390,691,0.554,0.001893939393939394,33,10,read,NA,within,mixed,words,recognition,item,NA,intentional,antonym,verbal/speaking,word fragment,full,self-paced,yes,younger,short
1460,1,1,1391,692,0.77,0.0010464957422513205,16,24,generate,low,between,pure,words,cued recall,item,low,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,1,2,1392,692,0.69,0.0013400322348985833,16,24,read,low,between,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,1,3,1393,693,0.78,0.0010061200222388578,16,24,generate,high,between,pure,words,cued recall,item,low,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,1,4,1394,693,0.66,0.0014254169677875123,16,24,read,high,between,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,1,5,1395,694,0.76,0.001086452128054881,16,24,generate,NA,between,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,1,6,1396,694,0.7,0.00130780781978892,16,24,read,NA,between,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,2,1,1397,695,0.84,9.327684390620871e-4,11,15,generate,low,between,pure,words,cued recall,item,low,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,2,2,1398,695,0.69,0.0016363295791200034,11,15,read,low,between,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,2,3,1399,696,0.83,9.811802224918055e-4,11,15,generate,high,between,pure,words,cued recall,item,low,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,2,4,1400,696,0.65,0.0017701521474470345,11,15,read,high,between,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,immediate
1460,2,1,1401,697,0.5,0.0018195427887311892,11,15,generate,low,between,pure,words,cued recall,item,low,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,long
1460,2,2,1402,697,0.26,7.904565460636128e-4,11,15,read,low,between,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,long
1460,2,3,1403,698,0.4,0.0014659257055344966,11,15,generate,high,between,pure,words,cued recall,item,low,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,long
1460,2,4,1404,698,0.28,8.830223068412278e-4,11,15,read,high,between,pure,words,cued recall,item,NA,intentional,NA,verbal/speaking,sentence completion,full,timed,no,younger,long
1461,1,1,1405,699,0.36,0.0014594358625993422,15,10,generate,NA,within,mixed,words,free recall,item,medium,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,1,1,1406,699,0.18,5.386937585386419e-4,15,10,read,NA,within,mixed,words,free recall,item,NA,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,3,1,1407,700,0.319,0.0012633483184491057,20,8,generate,low,within,mixed,words,free recall,item,medium,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,3,1,1408,700,0.1,2.9307195476780204e-4,20,8,read,low,within,mixed,words,free recall,item,NA,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,3,1,1409,701,0.175,5.348979426103581e-4,20,8,generate,high,within,mixed,words,free recall,item,medium,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,3,1,1410,701,0.138,4.0280126130783e-4,20,8,read,high,within,mixed,words,free recall,item,NA,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,3,1,1411,702,0.85,0.0010426161787893964,20,8,generate,low,within,mixed,words,recognition,item,medium,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,3,1,1412,702,0.638,0.002122517430368053,20,8,read,low,within,mixed,words,recognition,item,NA,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,3,1,1413,703,0.763,0.0015456452479660856,20,8,generate,high,within,mixed,words,recognition,item,medium,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,3,1,1414,703,0.6,0.0022054550573461645,20,8,read,high,within,mixed,words,recognition,item,NA,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,4,1,1415,704,0.3,9.535349047269916e-4,10,16,generate,low,between,pure,words,free recall,item,medium,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,4,2,1416,704,0.231,6.469701697373289e-4,10,16,read,low,between,pure,words,free recall,item,NA,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
1461,4,1,1417,705,0.113,2.7098023778115326e-4,10,16,generate,high,between,pure,words,free recall,item,medium,incidental,NA,writing/typing,anagram,full,timed,yes,younger,immediate
