studyID,siteID,serviceType,samplingYear,plantingType,fieldDist,flowerstripPlantSpecRich,flowerstripAge,propSemiNatural,propArable,ES
pfis01,pfis01.14_Ott,pollination,2014,hedgerow,2,NA,NA,14.8,33.7,0.779477666268948
pfis01,pfis01.14_Ott,pollination,2014,hedgerow,10,NA,NA,14.8,33.7,1.61678036683712
pfis01,pfis01.14_Ott,pollination,2014,hedgerow,18,NA,NA,14.8,33.7,1.89449765295896
pfis01,pfis01.14_Ott,pollination,2014,hedgerow,26,NA,NA,14.8,33.7,2.15197958334282
pfis01,pfis01.16_Kohl1,pollination,2014,hedgerow,2,NA,NA,17.74,67.6,-1.08113735107417
pfis01,pfis01.16_Kohl1,pollination,2014,hedgerow,10,NA,NA,17.74,67.6,-0.950126394052662
pfis01,pfis01.16_Kohl1,pollination,2014,hedgerow,18,NA,NA,17.74,67.6,-1.22914081836283
pfis01,pfis01.16_Kohl1,pollination,2014,hedgerow,26,NA,NA,17.74,67.6,-0.357074814347367
pfis01,pfis01.1b_Herg1_PO,pollination,2014,control,2,NA,NA,31.3,60.9,-1.35440112932959
pfis01,pfis01.1b_Herg1_PO,pollination,2014,control,10,NA,NA,31.3,60.9,-0.942548944703444
pfis01,pfis01.1b_Herg1_PO,pollination,2014,control,18,NA,NA,31.3,60.9,-0.69502254991503
pfis01,pfis01.1b_Herg1_PO,pollination,2014,control,26,NA,NA,31.3,60.9,-0.872946671846921
pfis01,pfis01.2_Wind,pollination,2014,control,2,NA,NA,4.96,90,-0.315393440994685
pfis01,pfis01.2_Wind,pollination,2014,control,10,NA,NA,4.96,90,-0.39322173190545107
pfis01,pfis01.2_Wind,pollination,2014,control,18,NA,NA,4.96,90,-0.290747815027239
pfis01,pfis01.2_Wind,pollination,2014,control,26,NA,NA,4.96,90,-0.194975778313125
pfis01,pfis01.4_Minf1,pollination,2014,hedgerow,2,NA,NA,7.44,89.8,-0.517746997985303
pfis01,pfis01.4_Minf1,pollination,2014,hedgerow,10,NA,NA,7.44,89.8,-1.02449565027016
pfis01,pfis01.4_Minf1,pollination,2014,hedgerow,18,NA,NA,7.44,89.8,-0.385438903164602
pfis01,pfis01.4_Minf1,pollination,2014,hedgerow,26,NA,NA,7.44,89.8,-0.855435306304441
pfis01,pfis01.6_Hold1,pollination,2014,control,2,NA,NA,21.57,72.6,0.422461999332807
pfis01,pfis01.6_Hold1,pollination,2014,control,10,NA,NA,21.57,72.6,-0.344795239454588
pfis01,pfis01.6_Hold1,pollination,2014,control,18,NA,NA,21.57,72.6,-0.45721388287572307
pfis01,pfis01.6_Hold1,pollination,2014,control,26,NA,NA,21.57,72.6,-0.265237430613477
pfis01,pfis01.7_Rhein,pollination,2014,control,2,NA,NA,27.12,65.1,1.91027950005223
pfis01,pfis01.7_Rhein,pollination,2014,control,10,NA,NA,27.12,65.1,1.88087770198147
pfis01,pfis01.7_Rhein,pollination,2014,control,18,NA,NA,27.12,65.1,1.68738792308674
pfis01,pfis01.7_Rhein,pollination,2014,control,26,NA,NA,27.12,65.1,1.83785595293323
pfis01,pfis01.8_Hay,pollination,2014,control,2,NA,NA,20.41,62.9,-0.934560736181822
pfis01,pfis01.8_Hay,pollination,2014,control,10,NA,NA,20.41,62.9,-0.7546909069674341
pfis01,pfis01.8_Hay,pollination,2014,control,18,NA,NA,20.41,62.9,-1.39540510884272
pfis01,pfis01.8_Hay,pollination,2014,control,26,NA,NA,20.41,62.9,-1.12329434219496
rund01,rund01.AA,pollination,2010,flowerstrip,8,1,2.5,5.190205485,70.36560362,-0.729115579421917
rund01,rund01.AA,pollination,2010,flowerstrip,100,1,2.5,5.190205485,70.36560362,-0.803199099012476
rund01,rund01.AS,pollination,2010,control,8,NA,NA,1.165703508,91.63355656,1.02971378165045
rund01,rund01.AS,pollination,2010,control,100,NA,NA,1.165703508,91.63355656,0.598248544187612
rund01,rund01.CL,pollination,2010,control,8,NA,NA,3.240970959,78.34393388,0.8220638217852572
rund01,rund01.CL,pollination,2010,control,100,NA,NA,3.240970959,78.34393388,1.51520290960454
rund01,rund01.CM,pollination,2010,flowerstrip,8,1,2.5,1.497743332,84.48418399,-1.88649044514299
rund01,rund01.CM,pollination,2010,flowerstrip,100,1,2.5,1.497743332,84.48418399,-1.25075274241697
rund01,rund01.CO,pollination,2010,flowerstrip,8,1,2.5,2.284841191,35.22290472,-0.119348009407969
rund01,rund01.CO,pollination,2010,flowerstrip,100,1,2.5,2.284841191,35.22290472,0.694960230885763
rund01,rund01.ES,pollination,2010,flowerstrip,8,1,2.5,4.635065287,67.81341226,-0.042529342640676
rund01,rund01.ES,pollination,2010,flowerstrip,100,1,2.5,4.635065287,67.81341226,-0.337168474718296
rund01,rund01.HR,pollination,2010,control,8,NA,NA,3.167506231,89.88841128,0.197670617885532
rund01,rund01.HR,pollination,2010,control,100,NA,NA,3.167506231,89.88841128,0.020126175269754295
rund01,rund01.JG,pollination,2010,flowerstrip,8,1,2.5,10.82211198,74.34530395,-1.21952520365518
rund01,rund01.JG,pollination,2010,flowerstrip,100,1,2.5,10.82211198,74.34530395,-0.71651475894245
rund01,rund01.JN,pollination,2010,flowerstrip,8,1,2.5,6.932540819,80.11560626,-0.622249015409565
rund01,rund01.JN,pollination,2010,flowerstrip,100,1,2.5,6.932540819,80.11560626,-0.612300457762444
rund01,rund01.LF,pollination,2010,control,8,NA,NA,10.95535579,73.48920079,2.13517785046973
rund01,rund01.LF,pollination,2010,control,100,NA,NA,10.95535579,73.48920079,2.25264413388761
rund01,rund01.LF2,pollination,2010,control,8,NA,NA,14.84953799,55.69855312,1.452716032489
rund01,rund01.LF2,pollination,2010,control,100,NA,NA,14.84953799,55.69855312,1.56822411344583
rund01,rund01.LO,pollination,2010,flowerstrip,8,1,2.5,4.957198907,68.16463422,-0.01473528161414
rund01,rund01.LO,pollination,2010,flowerstrip,100,1,2.5,4.957198907,68.16463422,0.606067971597386
rund01,rund01.MB,pollination,2010,flowerstrip,8,1,2.5,16.54612982,64.55346465,0.0178172960421771
rund01,rund01.MB,pollination,2010,flowerstrip,100,1,2.5,16.54612982,64.55346465,0.203878106700181
rund01,rund01.MH,pollination,2010,control,8,NA,NA,1.215791031,80.19827991,1.6908956236006
rund01,rund01.MH,pollination,2010,control,100,NA,NA,1.215791031,80.19827991,1.68041489603575
rund01,rund01.ML,pollination,2010,flowerstrip,8,1,2.5,1.820884999,90.72707964,-1.05359761223412
rund01,rund01.ML,pollination,2010,flowerstrip,100,1,2.5,1.820884999,90.72707964,-0.767825957182812
rund01,rund01.MO,pollination,2010,control,8,NA,NA,1.762007056,90.7494447,0.0758585907109461
rund01,rund01.MO,pollination,2010,control,100,NA,NA,1.762007056,90.7494447,-1.05617329916173
rund01,rund01.MV,pollination,2010,flowerstrip,8,1,2.5,4.408107395,84.17138717,0.985478086914657
rund01,rund01.MV,pollination,2010,flowerstrip,100,1,2.5,4.408107395,84.17138717,1.29305493420642
rund01,rund01.PC,pollination,2010,flowerstrip,8,1,2.5,6.93073656,81.76005668,-0.470800211956001
rund01,rund01.PC,pollination,2010,flowerstrip,100,1,2.5,6.93073656,81.76005668,-0.605504933890191
rund01,rund01.PGJ,pollination,2010,flowerstrip,8,1,2.5,1.152378911,92.82900188,-0.0707943342681546
rund01,rund01.PGJ,pollination,2010,flowerstrip,100,1,2.5,1.152378911,92.82900188,0.565412801842879
rund01,rund01.PH,pollination,2010,control,8,NA,NA,13.13763464,34.36759342,-0.975820848582905
rund01,rund01.PH,pollination,2010,control,100,NA,NA,13.13763464,34.36759342,-0.184400789941457
rund01,rund01.RC,pollination,2010,flowerstrip,8,1,2.5,3.435374747,70.54893675,-0.65817275195981
rund01,rund01.RC,pollination,2010,flowerstrip,100,1,2.5,3.435374747,70.54893675,0.46914088683469907
rund01,rund01.SAN,pollination,2010,control,8,NA,NA,6.937095474,79.44717913,0.114576672444153
rund01,rund01.SAN,pollination,2010,control,100,NA,NA,6.937095474,79.44717913,0.316622252649631
rund01,rund01.SJ,pollination,2010,flowerstrip,8,1,2.5,18.20211776,44.77022533,0.0856082502947456
rund01,rund01.SJ,pollination,2010,flowerstrip,100,1,2.5,18.20211776,44.77022533,0.00655040957631202
rund01,rund01.TF,pollination,2010,control,8,NA,NA,6.247503472,67.73206538,-1.72715407553705
rund01,rund01.TF,pollination,2010,control,100,NA,NA,6.247503472,67.73206538,-1.67930909959013
rund01,rund01.TU,pollination,2010,control,8,NA,NA,3.884413247,81.59982703,-1.30445637956925
rund01,rund01.TU,pollination,2010,control,100,NA,NA,3.884413247,81.59982703,-0.231885096639074
rund01,rund01.UG,pollination,2010,control,8,NA,NA,2.012348908,85.19758682,-0.8661651545410609
rund01,rund01.UG,pollination,2010,control,100,NA,NA,2.012348908,85.19758682,-0.3921360358128
sard01,sard01.29A,pollination,2011,control,10,NA,NA,NA,NA,2.13505771928836
sard01,sard01.29A,pollination,2011,control,50,NA,NA,NA,NA,1.65610804443325
sard01,sard01.29A,pollination,2011,control,100,NA,NA,NA,NA,1.60880437284262
sard01,sard01.29A,pollination,2011,control,200,NA,NA,NA,NA,0.236997896714423
sard01,sard01.Anderson,pollination,2013,control,10,NA,NA,NA,NA,-0.259690654987167
sard01,sard01.Anderson,pollination,2013,control,50,NA,NA,NA,NA,-0.366123916066079
sard01,sard01.Anderson,pollination,2013,control,100,NA,NA,NA,NA,-0.562185186474602
sard01,sard01.Anderson,pollination,2013,control,200,NA,NA,NA,NA,-0.445948861875263
sard01,sard01.Aoki,pollination,2011,control,10,NA,NA,NA,NA,-0.448905341349678
sard01,sard01.Aoki,pollination,2011,control,50,NA,NA,NA,NA,0.26279989940022
sard01,sard01.Aoki,pollination,2011,control,100,NA,NA,NA,NA,1.44324152227543
sard01,sard01.Aoki,pollination,2011,control,200,NA,NA,NA,NA,0.284301568305051
sard01,sard01.Barrios,pollination,2013,control,10,NA,NA,NA,NA,1.97293263555187
sard01,sard01.Barrios,pollination,2013,control,50,NA,NA,NA,NA,0.135632886163078
sard01,sard01.Barrios,pollination,2013,control,100,NA,NA,NA,NA,-0.41934054660553494
sard01,sard01.Barrios,pollination,2013,control,200,NA,NA,NA,NA,-0.39146516870391507
sard01,sard01.BB,pollination,2011,hedgerow,10,NA,NA,NA,NA,4.63623935464279
sard01,sard01.BB,pollination,2011,hedgerow,50,NA,NA,NA,NA,3.97398795237401
sard01,sard01.BB,pollination,2011,hedgerow,100,NA,NA,NA,NA,3.86991987487463
sard01,sard01.BB,pollination,2011,hedgerow,200,NA,NA,NA,NA,2.8055872640855
sard01,sard01.Berm,pollination,2011,hedgerow,10,NA,NA,NA,NA,1.81575793605162
sard01,sard01.Berm,pollination,2011,hedgerow,50,NA,NA,NA,NA,-0.100040763368799
sard01,sard01.Berm,pollination,2011,hedgerow,100,NA,NA,NA,NA,-0.377949833963736
sard01,sard01.Berm,pollination,2011,hedgerow,200,NA,NA,NA,NA,0.00639249771011333
sard01,sard01.Berm2,pollination,2012,hedgerow,10,NA,NA,NA,NA,-0.227438151629921
sard01,sard01.Berm2,pollination,2012,hedgerow,50,NA,NA,NA,NA,-0.0468241328293428
sard01,sard01.Berm2,pollination,2012,hedgerow,100,NA,NA,NA,NA,0.473516254667561
sard01,sard01.Berm2,pollination,2012,hedgerow,200,NA,NA,NA,NA,-0.330646162373109
sard01,sard01.BermX,pollination,2013,hedgerow,10,NA,NA,NA,NA,0.15483888816228
sard01,sard01.BermX,pollination,2013,hedgerow,50,NA,NA,NA,NA,-0.249554153932033
sard01,sard01.BermX,pollination,2013,hedgerow,100,NA,NA,NA,NA,-0.685423699302816
sard01,sard01.BermX,pollination,2013,hedgerow,200,NA,NA,NA,NA,-0.584592188807004
sard01,sard01.Butler,pollination,2011,hedgerow,10,NA,NA,NA,NA,-0.131970741692473
sard01,sard01.Butler,pollination,2011,hedgerow,50,NA,NA,NA,NA,-0.344837263850297
sard01,sard01.Butler,pollination,2011,hedgerow,100,NA,NA,NA,NA,-0.00425082839777804
sard01,sard01.Butler,pollination,2011,hedgerow,200,NA,NA,NA,NA,0.32569228094685
sard01,sard01.Butler2,pollination,2013,hedgerow,10,NA,NA,NA,NA,-0.715833202468219
sard01,sard01.Butler2,pollination,2013,hedgerow,50,NA,NA,NA,NA,-0.560639875968919
sard01,sard01.Butler2,pollination,2013,hedgerow,100,NA,NA,NA,NA,-0.557703786008121
sard01,sard01.Butler2,pollination,2013,hedgerow,200,NA,NA,NA,NA,-0.0631984806876369
sard01,sard01.Cooley,pollination,2011,hedgerow,10,NA,NA,NA,NA,0.538558803104674
sard01,sard01.Cooley,pollination,2011,hedgerow,50,NA,NA,NA,NA,1.1695559937868
sard01,sard01.Cooley,pollination,2011,hedgerow,100,NA,NA,NA,NA,-0.153257393908255
sard01,sard01.Cooley,pollination,2011,hedgerow,200,NA,NA,NA,NA,0.485342172565218
sard01,sard01.CR101,pollination,2012,hedgerow,10,NA,NA,NA,NA,-0.428515827733028
sard01,sard01.CR101,pollination,2012,hedgerow,50,NA,NA,NA,NA,-0.659879716643877
sard01,sard01.CR101,pollination,2012,hedgerow,100,NA,NA,NA,NA,-1.20238525311468
sard01,sard01.CR101,pollination,2012,hedgerow,200,NA,NA,NA,NA,-1.0685834391869
sard01,sard01.CR101Control,pollination,2012,control,10,NA,NA,NA,NA,-0.634741194027143
sard01,sard01.CR101Control,pollination,2012,control,50,NA,NA,NA,NA,-0.570803264294757
sard01,sard01.CR101Control,pollination,2012,control,100,NA,NA,NA,NA,-0.685423699302816
sard01,sard01.CR101Control,pollination,2012,control,200,NA,NA,NA,NA,-0.290100158152571
sard01,sard01.Gottlob,pollination,2013,control,10,NA,NA,NA,NA,-0.259690654987167
sard01,sard01.Gottlob,pollination,2013,control,50,NA,NA,NA,NA,-0.557703786008121
sard01,sard01.Gottlob,pollination,2013,control,100,NA,NA,NA,NA,-0.487761928727693
sard01,sard01.Gottlob,pollination,2013,control,200,NA,NA,NA,NA,-0.546597706591191
sard01,sard01.Harlan,pollination,2012,hedgerow,10,NA,NA,NA,NA,-1.0685834391869
sard01,sard01.Harlan,pollination,2012,hedgerow,50,NA,NA,NA,NA,-1.01181903327815
sard01,sard01.Harlan,pollination,2012,hedgerow,100,NA,NA,NA,NA,-1.03133179780928
sard01,sard01.Harlan,pollination,2012,hedgerow,200,NA,NA,NA,NA,-1.02928500432699
sard01,sard01.MBC,pollination,2012,control,10,NA,NA,NA,NA,-0.48674827862218
sard01,sard01.MBC,pollination,2012,control,50,NA,NA,NA,NA,0.0383224760337871
sard01,sard01.MBC,pollination,2012,control,100,NA,NA,NA,NA,-0.141431476010598
sard01,sard01.MBC,pollination,2012,control,200,NA,NA,NA,NA,0.0383224760337871
sard01,sard01.Meeks,pollination,2011,control,10,NA,NA,NA,NA,0.520819926258189
sard01,sard01.Meeks,pollination,2011,control,50,NA,NA,NA,NA,0.7573382842113271
sard01,sard01.Meeks,pollination,2011,control,100,NA,NA,NA,NA,0.272475650407394
sard01,sard01.Meeks,pollination,2011,control,200,NA,NA,NA,NA,0.538558803104674
sard01,sard01.MullerB,pollination,2012,hedgerow,10,NA,NA,NA,NA,-0.49283017925526
sard01,sard01.MullerB,pollination,2012,hedgerow,50,NA,NA,NA,NA,-0.229281151821764
sard01,sard01.MullerB,pollination,2012,hedgerow,100,NA,NA,NA,NA,-0.704775201317163
sard01,sard01.MullerB,pollination,2012,hedgerow,200,NA,NA,NA,NA,-0.283342490782481
sard01,sard01.MullerM,pollination,2013,hedgerow,10,NA,NA,NA,NA,-0.125663585480389
sard01,sard01.MullerM,pollination,2013,hedgerow,50,NA,NA,NA,NA,-0.0681107850451251
sard01,sard01.MullerM,pollination,2013,hedgerow,100,NA,NA,NA,NA,-0.444174974190615
sard01,sard01.MullerM,pollination,2013,hedgerow,200,NA,NA,NA,NA,-0.706710351518598
sard01,sard01.Rom,pollination,2013,hedgerow,10,NA,NA,NA,NA,-0.249554153932033
sard01,sard01.Rom,pollination,2013,hedgerow,50,NA,NA,NA,NA,-0.500939380099368
sard01,sard01.Rom,pollination,2013,hedgerow,100,NA,NA,NA,NA,-0.442147673979588
sard01,sard01.Rom,pollination,2013,hedgerow,200,NA,NA,NA,NA,-0.0734324480990708
sard01,sard01.Rominger,pollination,2012,hedgerow,10,NA,NA,NA,NA,-0.330646162373109
sard01,sard01.Rominger,pollination,2012,hedgerow,50,NA,NA,NA,NA,-0.0752063357837194
sard01,sard01.Rominger,pollination,2012,hedgerow,100,NA,NA,NA,NA,-0.472557177144991
sard01,sard01.Rominger,pollination,2012,hedgerow,200,NA,NA,NA,NA,-0.584592188807004
sard01,sard01.Sagara,pollination,2011,control,10,NA,NA,NA,NA,-0.259690654987167
sard01,sard01.Sagara,pollination,2011,control,50,NA,NA,NA,NA,-0.344837263850297
sard01,sard01.Sagara,pollination,2011,control,100,NA,NA,NA,NA,-0.188735147601226
sard01,sard01.Sagara,pollination,2011,control,200,NA,NA,NA,NA,-0.472557177144991
sard01,sard01.Sagara2,pollination,2012,control,10,NA,NA,NA,NA,0.456314919543697
sard01,sard01.Sagara2,pollination,2012,control,50,NA,NA,NA,NA,-0.0823018865223135
sard01,sard01.Sagara2,pollination,2012,control,100,NA,NA,NA,NA,-0.0823018865223135
sard01,sard01.Sagara2,pollination,2012,control,200,NA,NA,NA,NA,-0.50530587286158
sard01,sard01.Simonis,pollination,2011,control,10,NA,NA,NA,NA,-0.567164520326247
sard01,sard01.Simonis,pollination,2011,control,50,NA,NA,NA,NA,-0.472557177144991
sard01,sard01.Simonis,pollination,2011,control,100,NA,NA,NA,NA,-0.41934054660553494
sard01,sard01.Simonis,pollination,2011,control,200,NA,NA,NA,NA,-0.0468241328293428
sard01,sard01.Spiva,pollination,2012,control,10,NA,NA,NA,NA,-1.11115674361846
sard01,sard01.Spiva,pollination,2012,control,50,NA,NA,NA,NA,-0.827334714074699
sard01,sard01.Spiva,pollination,2012,control,100,NA,NA,NA,NA,-1.15373004805003
sard01,sard01.Spiva,pollination,2012,control,200,NA,NA,NA,NA,-1.05794011307901
sard01,sard01.Turk3,pollination,2013,control,10,NA,NA,NA,NA,-0.855716917029075
sard01,sard01.Turk3,pollination,2013,control,50,NA,NA,NA,NA,-0.622815898668162
sard01,sard01.Turk3,pollination,2013,control,100,NA,NA,NA,NA,-0.722988379683608
sard01,sard01.Turk3,pollination,2013,control,200,NA,NA,NA,NA,-0.359028365327485
sard01,sard01.TurkovichSF,pollination,2012,control,10,NA,NA,NA,NA,0.473516254667561
sard01,sard01.TurkovichSF,pollination,2012,control,50,NA,NA,NA,NA,0.318089905155499
sard01,sard01.TurkovichSF,pollination,2012,control,100,NA,NA,NA,NA,-0.578990438223904
sard01,sard01.TurkovichSF,pollination,2012,control,200,NA,NA,NA,NA,-0.0468241328293428
sard01,sard01.Zamora,pollination,2011,hedgerow,10,NA,NA,NA,NA,1.2303750001176
sard01,sard01.Zamora,pollination,2011,hedgerow,50,NA,NA,NA,NA,0.719495346938825
sard01,sard01.Zamora,pollination,2011,hedgerow,100,NA,NA,NA,NA,0.911075216880867
sard01,sard01.Zamora,pollination,2011,hedgerow,200,NA,NA,NA,NA,0.485342172565218
sche01,sche01.C1,pest control,2005,control,2,NA,NA,2.82,97.18,-0.453545389665238
sche01,sche01.C1,pest control,2006,control,2,NA,NA,2.55,97.45,-0.443430857254919
sche01,sche01.C1,pest control,2007,control,2,NA,NA,8.83,91.17,-0.0313284982806765
sche01,sche01.C2,pest control,2005,control,2,NA,NA,12.09,87.91,-0.369776313549014
sche01,sche01.C2,pest control,2006,control,2,NA,NA,12.12,87.88,-0.475071189410274
sche01,sche01.C2,pest control,2007,control,2,NA,NA,11.37,88.63,-0.385855826611571
sche01,sche01.C3,pest control,2005,control,2,NA,NA,24.69,75.31,-0.520975605734025
sche01,sche01.C3,pest control,2006,control,2,NA,NA,28.93,71.07,-0.517863441915466
sche01,sche01.C3,pest control,2007,control,2,NA,NA,20.81,79.19,-0.390264725354529
sche01,sche01.C4,pest control,2005,control,2,NA,NA,26.15,73.85,-0.43435371278412094
sche01,sche01.C4,pest control,2006,control,2,NA,NA,37.62,62.38,-0.459769717302356
sche01,sche01.C4,pest control,2007,control,2,NA,NA,25.79,74.21,-0.106020429926103
sche01,sche01.C5,pest control,2005,control,2,NA,NA,39.76,60.24,-0.485704415790352
sche01,sche01.C5,pest control,2006,control,2,NA,NA,48.07,51.93,-0.448877143937399
sche01,sche01.C5,pest control,2007,control,2,NA,NA,25.82,74.18,-0.279004868841031
sche01,sche01.C6,pest control,2005,control,2,NA,NA,42.14,57.86,-0.485185721820592
sche01,sche01.C6,pest control,2006,control,2,NA,NA,58.45,41.55,-0.36147721003285493
sche01,sche01.C6,pest control,2007,control,2,NA,NA,37.13,62.87,0.30219172427494
sche01,sche01.C7,pest control,2005,control,2,NA,NA,50.27,49.73,-0.48803853865427094
sche01,sche01.C7,pest control,2006,control,2,NA,NA,70.11,29.89,-0.343582268076139
sche01,sche01.C7,pest control,2007,control,2,NA,NA,62.35,37.65,-0.0033190239136422
sche01,sche01.FB1,pest control,2005,flowerstrip,2,25,2.5,2.42,97.58,-0.532127526083863
sche01,sche01.FB1,pest control,2006,flowerstrip,2,25,14.5,3.53,96.47,-0.250217353519356
sche01,sche01.FB1,pest control,2007,flowerstrip,2,25,26.5,11.71,88.29,-0.250217353519356
sche01,sche01.FB2,pest control,2005,flowerstrip,2,26,2.5,15.7,84.3,-0.501783928852909
sche01,sche01.FB2,pest control,2006,flowerstrip,2,26,14.5,13.83,86.17,-0.448877143937399
sche01,sche01.FB2,pest control,2007,flowerstrip,2,26,26.5,15.67,84.33,0.434199339578836
sche01,sche01.FB3,pest control,2005,flowerstrip,2,26,2.5,33.06,66.94,-0.379631498974452
sche01,sche01.FB3,pest control,2006,flowerstrip,2,26,14.5,26.89,73.11,-0.454582777604758
sche01,sche01.FB3,pest control,2007,flowerstrip,2,26,26.5,25.19,74.81,3.02766918837835
sche01,sche01.FB4,pest control,2005,flowerstrip,2,26,2.5,42.06,57.94,-0.405047503492686
sche01,sche01.FB4,pest control,2006,flowerstrip,2,26,14.5,33.67,66.33,-0.437206529617801
sche01,sche01.FB4,pest control,2007,flowerstrip,2,26,26.5,29.41,70.59,2.05511799507853
sche01,sche01.FB5,pest control,2005,flowerstrip,2,26,2.5,58.52,41.48,-0.509304991414428
sche01,sche01.FB5,pest control,2006,flowerstrip,2,26,14.5,42.24,57.76,0.665018156121995
sche01,sche01.FB5,pest control,2007,flowerstrip,2,26,26.5,45.81,54.19,2.98124607808484
sche01,sche01.FB6,pest control,2005,flowerstrip,2,26,2.5,60.53,39.47,-0.4436902042398
sche01,sche01.FB6,pest control,2006,flowerstrip,2,26,14.5,61.36,38.64,-0.43850326454220107
sche01,sche01.FB6,pest control,2007,flowerstrip,2,26,26.5,60.91,39.09,3.12310887881417
sche01,sche01.FB7,pest control,2005,flowerstrip,2,26,2.5,71.59,28.41,-0.432538283889962
sche01,sche01.FB7,pest control,2006,flowerstrip,2,26,14.5,71.99,28.01,0.411117457924518
sche01,sche01.FB7,pest control,2007,flowerstrip,2,26,26.5,69.73,30.27,2.37930172617847
sche01,sche01.FS1,pest control,2005,flowerstrip,2,26,2.5,3.83,96.17,-0.43954065248172
sche01,sche01.FS1,pest control,2006,flowerstrip,2,26,14.5,3.66,96.34,-0.260591232914554
sche01,sche01.FS1,pest control,2007,flowerstrip,2,26,26.5,9.46,90.54,-0.046889317373474
sche01,sche01.FS2,pest control,2005,flowerstrip,2,26,2.5,16.24,83.76,-0.538351853720982
sche01,sche01.FS2,pest control,2006,flowerstrip,2,26,14.5,14.82,85.18,-0.458472982377957
sche01,sche01.FS2,pest control,2007,flowerstrip,2,26,26.5,18.6,81.4,0.8621218646307541
sche01,sche01.FS3,pest control,2005,flowerstrip,2,26,2.5,29.39,70.61,-0.505155439656348
sche01,sche01.FS3,pest control,2006,flowerstrip,2,26,14.5,28.48,71.52,-0.285747890447909
sche01,sche01.FS3,pest control,2007,flowerstrip,2,26,26.5,31.1,68.9,0.326051646883894
sche01,sche01.FS4,pest control,2005,flowerstrip,2,26,2.5,31.43,68.57,-0.490113314533311
sche01,sche01.FS4,pest control,2006,flowerstrip,2,26,14.5,36.3,63.7,-0.330874265817021
sche01,sche01.FS4,pest control,2007,flowerstrip,2,26,26.5,36.26,63.74,1.19071449447365
sche01,sche01.FS5,pest control,2005,flowerstrip,2,26,2.5,37.28,62.72,-0.506452174580748
sche01,sche01.FS5,pest control,2006,flowerstrip,2,26,14.5,42.69,57.31,-0.471959025591715
sche01,sche01.FS5,pest control,2007,flowerstrip,2,26,26.5,36.99,63.01,2.05511799507853
sche01,sche01.FS6,pest control,2005,flowerstrip,2,26,2.5,51.57,48.43,-0.484407680865952
sche01,sche01.FS6,pest control,2006,flowerstrip,2,26,14.5,56.61,43.39,-0.326724714058942
sche01,sche01.FS6,pest control,2007,flowerstrip,2,26,26.5,51.43,48.57,1.49933740648079
sche01,sche01.FS7,pest control,2005,flowerstrip,2,26,2.5,64.1,35.9,-0.515529319051546
sche01,sche01.FS7,pest control,2006,flowerstrip,2,26,14.5,69.93,30.07,0.8800168065874708
sche01,sche01.FS7,pest control,2007,flowerstrip,2,26,26.5,68.35,31.65,1.99028124885854
sche01,sche01.M1,pest control,2005,control,2,NA,NA,2.13,97.87,-0.434613059769001
sche01,sche01.M1,pest control,2006,control,2,NA,NA,2.12,97.88,-0.455620165544278
sche01,sche01.M1,pest control,2007,control,2,NA,NA,8.25,91.75,-0.538351853720982
sche01,sche01.M2,pest control,2005,control,2,NA,NA,16.93,83.07,-0.521494299703785
sche01,sche01.M2,pest control,2006,control,2,NA,NA,12.87,87.13,-0.058559931693072
sche01,sche01.M2,pest control,2007,control,2,NA,NA,11.33,88.67,-0.077751608574188
sche01,sche01.M3,pest control,2005,control,2,NA,NA,29.03,70.97,-0.525384504476984
sche01,sche01.M3,pest control,2006,control,2,NA,NA,26.74,73.26,-0.49504090724603
sche01,sche01.M3,pest control,2007,control,2,NA,NA,26.78,73.22,0.218163301173836
sche01,sche01.M4,pest control,2005,control,2,NA,NA,35.52,64.48,-0.528496668295544
sche01,sche01.M4,pest control,2006,control,2,NA,NA,34.2,65.8,-0.509823685384188
sche01,sche01.M4,pest control,2007,control,2,NA,NA,28.63,71.37,-0.4423934693154
sche01,sche01.M5,pest control,2005,control,2,NA,NA,38.36,61.64,-0.487260497699632
sche01,sche01.M5,pest control,2006,control,2,NA,NA,42.58,57.42,-0.154258969113774
sche01,sche01.M5,pest control,2007,control,2,NA,NA,31.29,68.71,0.272107474028866
sche01,sche01.M6,pest control,2005,control,2,NA,NA,57.62,42.38,-0.514751278096907
sche01,sche01.M6,pest control,2006,control,2,NA,NA,57.3,42.7,-0.49789372407971
sche01,sche01.M6,pest control,2007,control,2,NA,NA,39.01,60.99,0.956783514111938
sche01,sche01.M7,pest control,2005,control,2,NA,NA,64.32,35.68,-0.502561969807549
sche01,sche01.M7,pest control,2006,control,2,NA,NA,69.17,30.83,-0.497115683125069
sche01,sche01.M7,pest control,2007,control,2,NA,NA,65.1,34.9,0.239689100918872
scil01,scil01.AR,pollination,2012,hedgerow,NA,NA,NA,3,94,-0.8375576606660868
scil01,scil01.C,pollination,2012,control,NA,NA,NA,45,48,-0.62559567085475
scil01,scil01.CB,pollination,2012,hedgerow,NA,NA,NA,44,33,-0.561043387760987
scil01,scil01.DS,pollination,2012,control,NA,NA,NA,42,43,-0.331265444985078
scil01,scil01.F,pollination,2012,control,NA,NA,NA,83,12,-1.28267828439052
scil01,scil01.FE,pollination,2012,control,NA,NA,NA,3,80,1.23246200122505
scil01,scil01.LE,pollination,2012,control,NA,NA,NA,42,51,0.590537525409589
