Study,LAT DD,LONG DD,Year,Species,Common name,Family,Sample_size_control,Sample_size_treatment,Stressor,control_level_stressor,treatment_level_stressor,Replicates,measurement,control_mean,control variance type,control_variance,treatment_mean,treatment variance type,treatment_variance,developmental_stage,duration expt,acclimatisation,notes,...25
"Mackenzie, C.L., Lynch, S.A., Culloty, S.C. and Malham, S.K., 2014. Future oceanic warming and acidification alter immune response and disease status in a commercial shellfish species, Mytilus edulis L. PLoS One, 9(6), p.e99712.",-4.097099,53.242137,2014,Mytilus edulis,NA,Mytilidae,20,20,pH + temperature,7.99pH 12.14oC,7.63pH 16.11oC,NA,condition index,4.09,NA,0.25,3.27,NA,0.2,NA,NA,NA,Data from figure 2,NA
"Mackenzie, C.L., Lynch, S.A., Culloty, S.C. and Malham, S.K., 2014. Future oceanic warming and acidification alter immune response and disease status in a commercial shellfish species, Mytilus edulis L. PLoS One, 9(6), p.e99712.",-4.097099,53.242137,2014,Mytilus edulis,NA,Mytilidae,20,20,temperature,7.99pH 12.14oC,7.95pH 15.84oC,NA,condition index,4.09,NA,0.25,2.89,NA,0.17,NA,NA,NA,Data from figure 2,NA
"Melzner, F., Stange, P., Trübenbach, K., Thomsen, J., Casties, I., Panknin, U., Gorb, S.N. and Gutowska, M.A., 2011. Food supply and seawater p CO2 impact calcification and internal shell dissolution in the blue mussel Mytilus edulis. PloS one, 6(9), p.e24223.",10.153959,54.352524,2011,Mytilus edulis,NA,Mytilidae,4,4,pH,8.05pH 5oC,7.73pH 5oC,NA,Shell length,1.2,NA,0.3,1.5,NA,0.4,NA,NA,NA,Data from Table 1 low food,NA
"Munari, M., Chemello, G., Finos, L., Ingrosso, G., Giani, M. and Marin, M.G., 2016. Coping with seawater acidification and the emerging contaminant diclofenac at the larval stage: A tale from the clam Ruditapes philippinarum. Chemosphere, 160, pp.293-302.",12.291493,45.40395,2016,Ruditapes philippinarum,NA,Veneridae,200,200,pH,8pH,7.8pH,NA,Shell length,114.94,NA,11.5,114,NA,11.86,Egg/larva,NA,NA,Data from figure 3a,NA
"Ong, E.Z., Briffa, M., Moens, T. and Van Colen, C., 2017. Physiological responses to ocean acidification and warming synergistically reduce condition of the common cockle Cerastoderma edule. Marine environmental research, 130, pp.38-47.",3.960757,51.556065,2017,Cerastoderma edule,NA,Cardiidae,44,44,pH,8.11pH 15.5oC,7.75pH 15.3oC,NA,condition index,5.97,NA,0.26,5.88,NA,0.17,Adult,NA,NA,Data from figure 1,NA
"Ong, E.Z., Briffa, M., Moens, T. and Van Colen, C., 2017. Physiological responses to ocean acidification and warming synergistically reduce condition of the common cockle Cerastoderma edule. Marine environmental research, 130, pp.38-47.",3.960757,51.556065,2017,Cerastoderma edule,NA,Cardiidae,44,44,pH + temperature,8.11pH 15.5oC,7.82pH 18oC,NA,condition index,5.97,NA,0.26,4.37,NA,0.23,Adult,NA,NA,Data from figure 1,NA
"Ong, E.Z., Briffa, M., Moens, T. and Van Colen, C., 2017. Physiological responses to ocean acidification and warming synergistically reduce condition of the common cockle Cerastoderma edule. Marine environmental research, 130, pp.38-47.",3.960757,51.556065,2017,Cerastoderma edule,NA,Cardiidae,44,44,temperature,8.11pH 15.5oC,8.2pH 18.2oC,NA,condition index,5.97,NA,0.26,5.53,NA,0.2,Adult,NA,NA,Data from figure 1,NA
"Prado, P., Roque, A., Pérez, J., Ibáñez, C., Alcaraz, C., Casals, F. and Caiola, N., 2016. Warming and acidification-mediated resilience to bacterial infection determine mortality of early Ostrea edulis life stages. Marine Ecology Progress Series, 545, pp.189-202.",-0.55526,38.18705,2016,Ostrea edulis,NA,Ostreidae,3,3,pH,7.9,7.6,NA,Growth rate,158.1,NA,0.5,160.1,NA,0.3,Egg/larva,NA,NA,Data from figure 5,NA
"Sadler, D.E., Lemasson, A.J. and Knights, A.M., 2018. The effects of elevated CO2 on shell properties and susceptibility to predation in mussels Mytilus edulis. Marine environmental research, 139, pp.162-168.",-4.131069,50.365305,2018,Mytilus edulis,NA,Mytilidae,30,30,pH,8.06,7.62,NA,Cross-section area,16.79,NA,0.29,14.52,NA,0.35,Adult,NA,NA,Data from figure 2,NA
"Sanders, M.B., Bean, T.P., Hutchinson, T.H. and Le Quesne, W.J., 2013. Juvenile king scallop, Pecten maximus, is potentially tolerant to low levels of ocean acidification when food is unrestricted. PLoS One, 8(9), p.e74118.",-7.779131,55.19082,2013,Pecten maximus,NA,Pectinidae,20,20,pH,7.99,7.58,NA,Shell height,0.325,NA,0.061,0.027,NA,0.079,juvenile,NA,NA,"Data from table 3, replicant B",NA
"Sanders, M.B., Bean, T.P., Hutchinson, T.H. and Le Quesne, W.J., 2013. Juvenile king scallop, Pecten maximus, is potentially tolerant to low levels of ocean acidification when food is unrestricted. PLoS One, 8(9), p.e74118.",-7.779131,55.19082,2014,Pecten maximus,NA,Pectinidae,20,20,pH,7.99,7.58,NA,Shell height,0.168,NA,0.127,0.12,NA,0.073,juvenile,NA,NA,"Data from table 3, replicant A",NA
"Schalkhausser, B., Bock, C., Stemmer, K., Brey, T., Pörtner, H.O. and Lannig, G., 2013. Impact of ocean acidification on escape performance of the king scallop, Pecten maximus, from Norway. Marine Biology, 160(8), pp.1995-2006.",5.75858,59.010486,2013,Pecten maximus,NA,Pectinidae,19,19,pH,8.08,7.65,NA,condition index,11.24,NA,0.96,11.63,NA,1.35,NA,NA,NA,"Data from results text, pg 2000",NA
"Sui, Y., Hu, M., Huang, X., Wang, Y. and Lu, W., 2015. Anti-predatory responses of the thick shell mussel Mytilus coruscus exposed to seawater acidification and hypoxia. Marine environmental research, 109, pp.159-167.",122.418843,30.723158,2015,Mytilus coruscus,NA,Mytilidae,3,3,O2,NA,NA,NA,NA,0.144,NA,0.011,0.137,NA,0.016,Adult,NA,NA,fig3b,NA
"Sui, Y., Hu, M., Huang, X., Wang, Y. and Lu, W., 2015. Anti-predatory responses of the thick shell mussel Mytilus coruscus exposed to seawater acidification and hypoxia. Marine environmental research, 109, pp.159-167.",122.418843,30.723158,2015,Mytilus coruscus,NA,Mytilidae,3,3,pH + O2,NA,NA,NA,NA,0.144,NA,0.011,0.131,NA,0.015,Adult,NA,NA,fig3b,NA
"Thomsen, J. and Melzner, F., 2010. Moderate seawater acidification does not elicit long-term metabolic depression in the blue mussel Mytilus edulis. Marine Biology, 157(12), pp.2667-2676.",10.163572,54.367328,2010,Mytilus edulis,NA,Mytilidae,4,4,pH,8.03,7.7,NA,Shell weight,319,NA,6.6,297,NA,21.5,juvenile,NA,NA,Data from results text,NA
"Thomsen, J., Casties, I., Pansch, C., Körtzinger, A. and Melzner, F., 2013. Food availability outweighs ocean acidification effects in juvenile M ytilus edulis: laboratory and field experiments. Global change biology, 19(4), pp.1017-1027.",10.163572,54.367328,2013,Mytilus edulis,NA,Mytilidae,7,7,pH,NA,NA,NA,NA,9.4,NA,3.4,18.3,NA,6.8,juvenile,NA,NA,table 1,NA
"Thomsen, J., Gutowska, M.A., Saphörster, J., Heinemann, A., Trübenbach, K., Fietzke, J., Hiebenthal, C., Eisenhauer, A., Körtzinger, A., Wahl, M. and Melzner, F., 2010. Calcifying invertebrates succeed in a naturally CO 2-rich coastal habitat but are threatened by high levels of future acidification. Biogeosciences, 7(11), pp.3879-3891.",10.163572,54.367328,2010,Mytilus edulis,NA,Mytilidae,5,5,pH,8.13,7.72,NA,Final shell length,21.4,NA,1.2,21.2,NA,0.9,juvenile,NA,NA,Data from table 4,NA
