lab,es_id,yi_r,vi_r,yi_d,vi_d,ni,country,weird,western,educated,industrialized,rich,democratic,mean_weird_score,online,analysis
queensland2,611,0.02673,0.00734,0.05373,0.02991,137,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Giessner.1
ritonline,612,0.07458,0.01163,0.14783,0.04664,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Giessner.1
rotterdam,613,0.0647,0.01305,0.13122,0.05472,77,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Giessner.1
salford,614,-0.01047,0.0101,-0.02084,0.04041,100,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Giessner.1
seznam,615,0.129,0.01194,0.25891,0.04993,82,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Giessner.1
seznamon,616,-0.03488,0.0086,-0.06932,0.03433,117,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Giessner.1
simmons,617,0.10576,0.0104,0.21247,0.04315,95,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Giessner.1
swps,618,0.1771,0.01078,0.3581,0.04678,88,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Giessner.1
tamu,619,-0.07101,0.012070000000000001,-0.14075,0.04838,83,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Giessner.1
tamucc,620,0.00922,0.01136,0.01833,0.04541,89,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Giessner.1
tanzania,621,0.10502,0.01603,0.20789,0.06493,62,Tanzania,0,1,0.43,0.003,0,0.5,0.38659999999999994,lab,Giessner.1
tilburg,622,0.05463,0.01057,0.10833,0.04221,95,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Giessner.1
tilburgcaf,623,0.07577,0.01236,0.15103,0.05014,81,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Giessner.1
ulatina,624,0.00658,0.005,0.01309,0.0199,201,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Giessner.1
umich,625,0.03494,0.01174,0.06917,0.04664,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Giessner.1
uned,626,-0.08432,0.01174,-0.17258,0.05029,85,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Giessner.1
unswonline,627,-0.05004,0.01036,-0.09943,0.0415,97,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Giessner.1
vcu,628,-0.05249,0.01058,-0.1043,0.04239,95,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Giessner.1
vuw,629,-0.02012,0.0102,-0.03989,0.04052,99,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Giessner.1
westernkentucky,630,0.11993,0.00607,0.24048,0.0251,161,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Giessner.1
yale,631,0.07369,0.00353,0.14731,0.01428,281,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Giessner.1
armstrong,632,0.17272,0.01634,0.35072,0.07156,84,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
aus2,633,0.06181,0.00728,0.12386,0.02946,179,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Tversky.1
badaniaon,634,0.08728,0.02988,0.17522,0.12229,43,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Tversky.1
bogota,635,0.24824,0.01051,0.51252,0.0509,102,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Tversky.1
brookcuny,636,0.22292,0.00625,0.45735,0.02911,181,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
carleton,637,0.32387,0.00876,0.68465,0.04888,121,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Tversky.1
cas,638,0.30816,0.02342,0.64784,0.12639,48,China,0,0,0.61,0.08,0,0.74,0.286,lab,Tversky.1
csunorthonline,639,0.311,0.01184,0.65447,0.06427,88,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
fmkbelgrade,640,0.10552,0.01206,0.21223,0.04987,104,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Tversky.1
georgefox,641,0.24467,0.00914,0.50468,0.04401,140,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
grazvienna,642,0.18617,0.01158,0.37897,0.05147,102,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
hawaiion,643,0.12639,0.00988,0.25482,0.04147,121,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
help,644,0.41771,0.0133,0.91947,0.09457,90,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Tversky.1
jmu,645,0.27113,0.01376,0.56336,0.06921,84,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
jos,646,0.07818,0.02317,0.15683,0.09439,92,Nigeria,0,1,0.43,0.003,0,0.4,0.3665999999999999,lab,Tversky.1
kenyon,647,0.12248,0.01462,0.24681,0.06119,106,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
krakowon,648,0.36762,0.01363,0.79061,0.08426,99,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Tversky.1
kwazulu,649,0.26151,0.01709,0.54187,0.08454,77,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Tversky.1
louvain,650,0.11139,0.01193,0.22418,0.04953,100,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Tversky.1
loyola,651,0.14416,0.00406,0.29136,0.01731,293,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
lse,652,0.14185,0.01064,0.28659,0.04522,112,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Tversky.1
mcdanielonline,653,0.18667,0.00795,0.38002,0.03535,159,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
metu,654,0.14347,0.01113,0.28994,0.04737,125,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Tversky.1
moralsense,655,0.23032,0.00182,0.47337,0.00856,834,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
mturk,656,0.35348,0.00423,0.75575,0.02523,338,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
munich,657,0.29204,0.01231,0.6107,0.06434,84,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Tversky.1
munichon,658,0.14108,0.00758,0.28502,0.03221,214,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Tversky.1
northumbria,659,0.38017,0.0138,0.82207,0.08819,79,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Tversky.1
osnabruck,660,0.14013,0.01372,0.28305,0.05826,85,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Tversky.1
ouhk,661,0.11741,0.0182,0.23645,0.07591,68,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Tversky.1
padua,662,0.06833,0.01611,0.13699,0.06535,79,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Tversky.1
pascal,663,0.12352,0.0071,0.24894,0.02973,178,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Tversky.1
psualtoona,664,0.28853,0.0061,0.60268,0.03164,177,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
puc,665,-0.14098,0.01631,-0.28481,0.06927,81,Chile,1,1,0.75,1,0,0.73,0.696,online,Tversky.1
queensland2,666,0.11907,0.00937,0.23985,0.03914,137,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Tversky.1
ritonline,667,0.35029,0.01092,0.74798,0.06471,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
rotterdam,668,0.32005,0.01339,0.67563,0.07408,77,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Tversky.1
salford,669,0.16661,0.0126,0.33794,0.05484,103,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Tversky.1
seznam,670,0.24062,0.0126,0.49581,0.06026,85,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Tversky.1
seznamon,671,0.20669,0.01041,0.42251,0.04746,118,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Tversky.1
simmons,672,0.21495,0.01614,0.4402,0.07439,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
swps,673,0.34628,0.01229,0.73824,0.07212,89,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Tversky.1
tamu,674,0.29443,0.01292,0.61616,0.06783,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
tamucc,675,0.14258,0.01465,0.28809,0.06232,89,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
tanzania,676,0.1717,0.02292,0.34858,0.10027,60,Tanzania,0,1,0.43,0.003,0,0.5,0.38659999999999994,lab,Tversky.1
tilburg,677,0.30795,0.01059,0.64737,0.05711,95,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Tversky.1
tilburgcaf,678,0.32719,0.01183,0.6925,0.06644,81,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Tversky.1
ulatina,679,0.1804,0.00714,0.36681,0.03152,207,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Tversky.1
umich,680,0.1698,0.01579,0.34461,0.06894,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
uned,681,0.11517,0.01407,0.23189,0.05856,86,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Tversky.1
unswonline,682,0.16958,0.01354,0.34415,0.05912,97,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Tversky.1
vcu,683,0.35282,0.01123,0.75413,0.06694,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
vuw,684,0.04026,0.01603,0.08058,0.06444,100,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Tversky.1
westernkentucky,685,0.34709,0.00587,0.74019,0.03451,161,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Tversky.1
yale,686,0.30024,0.00475,0.62953,0.0252,282,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Tversky.1
amity,687,-0.05119,0.00825,-0.10251,0.03324,147,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Hauser.4
amityon,688,-0.20103,0.02628,-0.41044,0.11895,44,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Hauser.4
armstrong,689,0.25842,0.01385,0.53502,0.06816,80,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
aus2,690,0.14716,0.00666,0.29756,0.02843,177,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Hauser.4
badaniaon,691,0.049,0.02892,0.09812,0.11652,42,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Hauser.4
bogota,692,0.13293,0.01383,0.26823,0.05836,102,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Hauser.4
brookcuny,693,0.16518,0.0068,0.33495,0.02956,175,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
carleton,694,0.16451,0.00979,0.33356,0.0425,121,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Hauser.4
cas,695,0.10109,0.02796,0.20321,0.11534,48,China,0,0,0.61,0.08,0,0.74,0.286,lab,Hauser.4
csunorthonline,696,0.11407,0.0139,0.22964,0.05783,88,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
fmkbelgrade,697,0.10244,0.01186,0.20596,0.04898,103,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Hauser.4
georgefox,698,0.16853,0.00926,0.34196,0.0404,135,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
grazvienna,699,0.04393,0.0123,0.08795,0.04948,101,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
hawaiion,700,0.06258,0.01053,0.12541,0.04262,121,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
help,701,0.33881,0.01137,0.72021,0.06558,90,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Hauser.4
isb,702,0.04222,0.00766,0.08452,0.03079,183,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Hauser.4
jmu,703,0.1698,0.01579,0.34461,0.06894,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
jos,704,0.01882,0.03535,0.03764,0.14154,94,Nigeria,0,1,0.43,0.003,0,0.4,0.3665999999999999,lab,Hauser.4
kenyon,705,0.19107,0.01131,0.38932,0.05059,106,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
krakowon,706,0.05094,0.01259,0.10202,0.05074,99,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Hauser.4
kwazulu,707,0.25953,0.01448,0.53748,0.07137,76,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Hauser.4
louvain,708,0.06909,0.01222,0.13851,0.0496,100,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Hauser.4
loyola,709,0.26753,0.00365,0.55531,0.01824,292,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
lse,710,0.09101,0.01131,0.18277,0.04639,110,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Hauser.4
mcdanielonline,711,0.03655,0.00816,0.07315,0.03276,158,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
metu,712,0.15667,0.00917,0.31726,0.03954,126,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Hauser.4
moralsense,713,0.1901,0.00147,0.38726,0.00657,830,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
mturk,714,0.18503,0.00345,0.37655,0.0153,340,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
mturk_india,715,0.05661,0.00384,0.1134,0.01553,361,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Hauser.4
munich,716,0.11105,0.01454,0.22348,0.06037,84,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Hauser.4
munichon,717,0.09227,0.00571,0.18533,0.02342,213,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Hauser.4
northumbria,718,0.10852,0.01543,0.21833,0.06394,79,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Hauser.4
osnabruck,719,0.02018,0.01578,0.04036,0.06319,84,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Hauser.4
ouhk,720,0.06726,0.01787,0.13483,0.07248,68,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Hauser.4
padua,721,0.12544,0.0153,0.25288,0.06417,77,Italy,1,1,0.79,0.5,1,0.72,0.8019999999999999,lab,Hauser.4
pascal,722,-0.0266,0.00724,-0.05321,0.02901,168,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Hauser.4
psualtoona,723,0.10831,0.00739,0.21789,0.03064,175,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
puc,724,0.18046,0.01473,0.36695,0.06508,80,Chile,1,1,0.75,1,0,0.73,0.696,online,Hauser.4
queensland2,725,0.30556,0.00727,0.64182,0.03901,137,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Hauser.4
radboud,726,-0.07226,0.04082,-0.14491,0.16585,30,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Hauser.4
ritonline,727,0.2053,0.01425,0.41954,0.06487,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
rotterdam,728,0.30878,0.01339,0.64928,0.07236,77,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Hauser.4
salford,729,0.05362,0.01176,0.10739,0.04745,103,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Hauser.4
seznam,730,0.04911,0.01528,0.09833,0.06155,83,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Hauser.4
seznamon,731,0.11263,0.01077,0.2267,0.04475,116,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Hauser.4
simmons,732,0.22614,0.0126,0.4643,0.05902,95,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
swps,733,-0.09841,0.01354,-0.19778,0.05577,88,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Hauser.4
tamu,734,0,0.01495,0,0.05981,85,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
tamucc,735,0.13787,0.01465,0.2784,0.06206,89,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
tanzania,736,0.09033,0.0216,0.1814,0.08855,65,Tanzania,0,1,0.43,0.003,0,0.5,0.38659999999999994,lab,Hauser.4
tilburg,737,0.17879,0.01275,0.36344,0.05621,94,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Hauser.4
tilburgcaf,738,-0.11768,0.01541,-0.237,0.06426,81,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Hauser.4
ulatina,739,0.16962,0.00647,0.34424,0.02825,206,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Hauser.4
umich,740,0.00678,0.01476,0.01355,0.05907,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
uned,741,0.15221,0.01531,0.30801,0.0657,86,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Hauser.4
unswonline,742,0.0127,0.0127,0.0254,0.05081,97,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Hauser.4
vcu,743,0.06415,0.01302,0.12856,0.05272,96,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
vuw,744,0.29984,0.01046,0.62861,0.05548,100,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Hauser.4
westernkentucky,745,0.22171,0.00789,0.45474,0.03671,162,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hauser.4
yale,746,0.13776,0.00449,0.27816,0.019,283,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hauser.4
amity,747,0.02897,0.00703,0.05758,0.028,143,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Norenzayan.1
amityon,748,0.37717,0.01672,0.80116,0.09713,45,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Norenzayan.1
armstrong,749,0.25125,0.01155,0.51591,0.0544,77,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
aus2,750,0.2694,0.00573,0.55785,0.02772,151,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Norenzayan.1
badaniaon,751,0.37268,0.01809,0.81797,0.11167,42,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Norenzayan.1
bogota,752,0.42101,0.00698,0.92186,0.04543,98,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Norenzayan.1
brookcuny,753,0.37995,0.00433,0.81671,0.02549,170,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
carleton,754,0.46858,0.00549,1.05283,0.04077,112,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Norenzayan.1
cas,755,0.09058,0.02236,0.18148,0.09296,45,China,0,0,0.61,0.08,0,0.74,0.286,lab,Norenzayan.1
csunorthonline,756,0.20682,0.01131,0.41772,0.04987,82,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
fmkbelgrade,757,0.1948,0.00935,0.3952,0.04118,100,Serbia,0,1,0.7,0.04,0,0.62,0.472,lab,Norenzayan.1
georgefox,758,0.36647,0.00559,0.78207,0.03191,135,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
grazvienna,759,0.50604,0.00576,1.17538,0.04937,97,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
hawaiion,760,0.29119,0.00716,0.60436,0.03553,118,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
help,761,0.17983,0.01216,0.36874,0.05441,78,Malaysia,0,0,0.67,0.16,0,0.52,0.27,lab,Norenzayan.1
isb,762,0.26481,0.0054,0.54607000000000006,0.02579,161,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Norenzayan.1
jmu,763,0.40955,0.00835,0.89115,0.05278,84,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
jos,764,0.11944,0.0123,0.24029,0.05151,80,Nigeria,0,1,0.43,0.003,0,0.4,0.3665999999999999,lab,Norenzayan.1
kenyon,765,0.33474,0.00805,0.70358,0.04294,99,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
krakowon,766,0.48168,0.00627,1.10147,0.04957,95,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Norenzayan.1
kwazulu,767,0.3002,0.01335,0.62321,0.06737,63,South Africa,0,1,0.7,0.09,0,0.55,0.46799999999999997,lab,Norenzayan.1
louvain,768,0.47219,0.00678,1.06598,0.05131,90,Belgium,1,1,0.81,0.4531,1,0.82,0.81662,lab,Norenzayan.1
loyola,769,0.51316,0.002,1.20315,0.01766,272,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
lse,770,0.4327,0.00654,0.95211,0.0438,102,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Norenzayan.1
mcdanielonline,771,0.44473,0.00429,1.00263,0.03069,151,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
metu,772,0.50801,0.00466,1.17666,0.03984,119,Turkey,0,0,0.65,0.13,0,0.55,0.266,online,Norenzayan.1
moralsense,773,0.46353,7.7e-4,1.04497,0.0057,797,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
mturk,774,0.31945,0.00242,0.67457,0.01274,334,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
mturk_india,775,0.22484,0.00257,0.46144,0.01173,352,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Norenzayan.1
munich,776,0.52947,0.00691,1.23346,0.06279,76,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Norenzayan.1
munichon,777,0.49583,0.00284,1.14999,0.02368,201,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Norenzayan.1
northumbria,778,0.43066,0.00862,0.94484,0.05731,78,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Norenzayan.1
osnabruck,779,0.37697,0.00909,0.80787,0.05323,82,Germany,1,1,0.88,0.73,1,0.82,0.8859999999999999,lab,Norenzayan.1
ouhk,780,-0.13761,0.01552,-0.27428,0.06449,63,"Hong Kong, China",0,0,0.77,0.08,0,0.74,0.31799999999999995,lab,Norenzayan.1
pascal,781,0.40052,0.00415,0.86924,0.02561,171,France,1,1,0.82,0.38,1,0.79,0.7979999999999999,online,Norenzayan.1
psualtoona,782,0.46301,0.00386,1.04718,0.02868,161,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
puc,783,0.58185,0.00554,1.41284,0.06248,80,Chile,1,1,0.75,1,0,0.73,0.696,online,Norenzayan.1
queensland2,784,0.4714,0.00484,1.06064,0.03622,126,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,lab,Norenzayan.1
ritonline,785,0.48882,0.00706,1.1522,0.0602,83,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
rotterdam,786,0.50501,0.00771,1.17282,0.06601,73,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Norenzayan.1
salford,787,0.52827,0.00547,1.2356,0.04991,96,UK,1,1,0.86,0.4,1,0.8,0.8119999999999999,lab,Norenzayan.1
seznam,788,0.36396,0.01031,0.77342,0.05845,74,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,lab,Norenzayan.1
seznamon,789,0.33899,0.00681,0.71536,0.03678,116,Czech Republic,1,1,0.87,0.4,1,0.71,0.796,online,Norenzayan.1
simmons,790,0.54014,0.0059,1.2773,0.05663,86,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
swps,791,0.46792,0.0074400000000000004,1.05228,0.05544,83,Poland,1,1,0.83,0.19,1,0.71,0.746,lab,Norenzayan.1
tamu,792,0.60334,0.00554,1.50133,0.06992,74,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
tamucc,793,0.5197,0.00666,1.20229,0.05837,81,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
tilburg,794,0.45122,0.00729,1.01259,0.05246,88,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,lab,Norenzayan.1
tilburgcaf,795,0.24526,0.01162,0.50042,0.05379,77,The Netherlands,1,1,0.89,0.5,1,0.84,0.8460000000000001,NA,Norenzayan.1
ulatina,796,0.52384,0.00277,1.22727,0.02502,191,Costa Rica,0,1,0.65,0.1,0,0.72,0.49399999999999994,lab,Norenzayan.1
umich,797,0.27684,0.01093,0.57445,0.05372,79,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
uned,798,0.61528,0.00495,1.54127,0.06568,79,Spain,1,1,0.79,0.34,1,0.76,0.7779999999999999,online,Norenzayan.1
unswonline,799,0.408,0.00763,0.89163,0.04855,92,Australia,1,1,0.93,0.35,1,0.8,0.8160000000000001,online,Norenzayan.1
vcu,800,0.34652,0.0088,0.73274,0.04824,89,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
vuw,801,0.43246,0.00696,0.94943,0.04638,96,New Zealand,1,1,0.92,0.35,1,0.82,0.818,online,Norenzayan.1
westernkentucky,802,0.40668,0.00447,0.90483,0.02926,157,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Norenzayan.1
yale,803,0.40363,0.00258,0.8864,0.01634,273,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Norenzayan.1
amity,804,0.11824,0.00653,0.2387,0.02734,150,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,lab,Hsee.1
amityon,805,0.05231,0.02116,0.10292,0.08403,48,India,0,0,0.47,0.0131,0,0.55,0.20662000000000003,online,Hsee.1
armstrong,806,0.3968,0.00855,0.85812,0.05244,84,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,lab,Hsee.1
aus2,807,0.52709,0.00291,1.23425,0.02648,180,United Arab Emirates,0,0,0.67,0.4,0,0.4,0.29400000000000004,lab,Hsee.1
badaniaon,808,0.5026,0.01362,1.136,0.11082,42,Poland,1,1,0.83,0.19,1,0.71,0.746,online,Hsee.1
bogota,809,0.29744,0.00823,0.61741,0.04114,102,Colombia,0,1,0.6,0.05,0,0.6,0.45,lab,Hsee.1
brookcuny,810,0.4783,0.00332,1.08488,0.02556,180,USA,1,1,0.89,0.55,1,0.77,0.8420000000000002,online,Hsee.1
carleton,811,0.29011,0.00699,0.60293,0.03474,121,Canada,1,1,0.85,0.45,1,0.79,0.818,online,Hsee.1
cas,812,0.72572,0.00477,2.06703,0.12798,48,China,0,0,0.61,0.08,0,0.74,0.286,lab,Hsee.1
